_id,Constituency No,Constituency Name,District Name,Winning Candidate,Sex,Age,Party,Constituency Type,Total Candidates,Total Electors,Valid Votes,Candidate Votes,Turnout %,Candidate Vote Share %,Winning Margin %,Deposit Lost ?
1323,106,DAVANAGERE NORTH,DAVANAGERE,MOHAMMED JABI,M,37,NCP,General,19,208005,134450,1003,64.64,0.75,0.48,Yes
1324,106,DAVANAGERE NORTH,DAVANAGERE,ANNAPPA S H,M,33,BSP,General,19,208005,134450,361,64.64,0.27,0.01,Yes
1325,106,DAVANAGERE NORTH,DAVANAGERE,M BASAVARAJAIAH,M,74,BSRCP,General,19,208005,134450,345,64.64,0.26,0.01,Yes
1326,106,DAVANAGERE NORTH,DAVANAGERE,B GNANA PRAKASH,M,31,IND,General,19,208005,134450,1131,64.64,0.84,0.1,Yes
1327,106,DAVANAGERE NORTH,DAVANAGERE,G C PATIL,M,38,SJPA,General,19,208005,134450,116,64.64,0.09,0,Yes
1328,106,DAVANAGERE NORTH,DAVANAGERE,S A RAVINDRANATH  (Runner Up),M,67,BJP,General,19,208005,134450,30821,64.64,22.92,17.89,No
1329,106,DAVANAGERE NORTH,DAVANAGERE,JAGADISH B S,M,40,KJP,General,19,208005,134450,6764,64.64,5.03,2.4,Yes
1330,106,DAVANAGERE NORTH,DAVANAGERE,RIZWAN SAB H B,M,46,IND,General,19,208005,134450,334,64.64,0.25,0.04,Yes
1331,106,DAVANAGERE NORTH,DAVANAGERE,S S MALLIKARJUNA  (Winner),M,45,INC,General,19,208005,134450,88101,64.64,65.53,42.6,No
1332,106,DAVANAGERE NORTH,DAVANAGERE,H K KENCHAVEERAPPA,M,68,VJCP,General,19,208005,134450,280,64.64,0.21,0.01,Yes
1333,106,DAVANAGERE NORTH,DAVANAGERE,H G MALLIKARJUNA,M,56,JD(U),General,19,208005,134450,260,64.64,0.19,0,Yes
1334,106,DAVANAGERE NORTH,DAVANAGERE,T GANESHA DASAKARIYAPPA,M,40,JD(S),General,19,208005,134450,3537,64.64,2.63,1.79,Yes
1335,106,DAVANAGERE NORTH,DAVANAGERE,N J NINGAPPA,M,52,IND,General,19,208005,134450,240,64.64,0.18,0,Yes
1336,106,DAVANAGERE NORTH,DAVANAGERE,A M VEERAIAH,M,65,IND,General,19,208005,134450,235,64.64,0.17,0.01,Yes
1337,106,DAVANAGERE NORTH,DAVANAGERE,JAMEEL AHAMED BELLARY,M,46,IND,General,19,208005,134450,259,64.64,0.19,0.01,Yes
1338,106,DAVANAGERE NORTH,DAVANAGERE,T R INDRAMMA,F,36,IND,General,19,208005,134450,137,64.64,0.1,0.01,Yes
1339,106,DAVANAGERE NORTH,DAVANAGERE,ANAJI ANJINAPPA,M,36,IND,General,19,208005,134450,130,64.64,0.1,0.01,Yes
1340,106,DAVANAGERE NORTH,DAVANAGERE,M SAVITHA PRAKASH,M,36,IND,General,19,208005,134450,227,64.64,0.17,0.04,Yes
1341,106,DAVANAGERE NORTH,DAVANAGERE,MANJUNATHA,M,27,IND,General,19,208005,134450,169,64.64,0.13,0.02,Yes
1342,107,DAVANAGERE SOUTH,DAVANAGERE,RAHAMATHULLA K C,M,59,IND,General,15,182370,120410,182,66.03,0.15,0.01,Yes
1343,107,DAVANAGERE SOUTH,DAVANAGERE,MUDDAPURADA RAHAMAN SAB,M,50,JD(U),General,15,182370,120410,174,66.03,0.14,0.01,Yes
1344,107,DAVANAGERE SOUTH,DAVANAGERE,NANNUSAB SHEIKH SHENDI,M,41,SJPA,General,15,182370,120410,166,66.03,0.14,0.01,Yes
1345,107,DAVANAGERE SOUTH,DAVANAGERE,R MALATESH (GUPTA),M,48,NPP,General,15,182370,120410,156,66.03,0.13,0,Yes
1346,107,DAVANAGERE SOUTH,DAVANAGERE,KAREKATTE SYED SAIFULLA  (Runner Up),M,65,JD(S),General,15,182370,120410,26162,66.03,21.73,4.05,No
1347,107,DAVANAGERE SOUTH,DAVANAGERE,B LOKESH,M,52,BJP,General,15,182370,120410,21282,66.03,17.67,15.02,No
1348,107,DAVANAGERE SOUTH,DAVANAGERE,B M SATISH,M,50,KJP,General,15,182370,120410,3200,66.03,2.66,2.08,Yes
1349,107,DAVANAGERE SOUTH,DAVANAGERE,SUBHAN SAB,M,52,IND,General,15,182370,120410,700,66.03,0.58,0.05,Yes
1350,107,DAVANAGERE SOUTH,DAVANAGERE,HIMAYATH ULLA,M,38,NCP,General,15,182370,120410,645,66.03,0.54,0.2,Yes
1351,107,DAVANAGERE SOUTH,DAVANAGERE,MOHAMAD BRUHAN,M,39,IND,General,15,182370,120410,399,66.03,0.33,0.06,Yes
1352,107,DAVANAGERE SOUTH,DAVANAGERE,BHAIRAJJARA KRISHNAPPA,M,44,BSP,General,15,182370,120410,330,66.03,0.27,0.06,Yes
1353,107,DAVANAGERE SOUTH,DAVANAGERE,SHAMANUR SHIVASHANKARAPPA  (Winner),M,81,INC,General,15,182370,120410,66320,66.03,55.08,33.35,No
1354,107,DAVANAGERE SOUTH,DAVANAGERE,B R SALEEM BHAI,M,50,IND,General,15,182370,120410,223,66.03,0.19,0.01,Yes
1355,107,DAVANAGERE SOUTH,DAVANAGERE,T R INDRAMMA,F,36,IND,General,15,182370,120410,214,66.03,0.18,0.03,Yes
1356,107,DAVANAGERE SOUTH,DAVANAGERE,SHAFEEQ PANDIT,M,38,BSRCP,General,15,182370,120410,257,66.03,0.21,0.03,Yes
1357,108,MAYAKONDA,DAVANAGERE,HANUMANTHAPPA NAVILEHAL,M,48,KCVP,SC,21,174925,135030,482,77.19,0.36,0.02,Yes
1358,108,MAYAKONDA,DAVANAGERE,JAYAPRAKASH.S.N.,M,26,IND,SC,21,174925,135030,455,77.19,0.34,0.02,Yes
1359,108,MAYAKONDA,DAVANAGERE,N.LINGANNA  (Runner Up),M,60,KJP,SC,21,174925,135030,31741,77.19,23.51,9.91,No
1360,108,MAYAKONDA,DAVANAGERE,VENKATASWAMY.L,M,45,SP,SC,21,174925,135030,430,77.19,0.32,0.02,Yes
1361,108,MAYAKONDA,DAVANAGERE,MANJUNATHA.B.,M,27,IND,SC,21,174925,135030,404,77.19,0.3,0,Yes
1362,108,MAYAKONDA,DAVANAGERE,ANANDAPPA.H.,M,58,IND,SC,21,174925,135030,18355,77.19,13.59,0.52,Yes
1363,108,MAYAKONDA,DAVANAGERE,BASAVARAJANAIK.M.,M,50,BJP,SC,21,174925,135030,17658,77.19,13.08,4.49,Yes
1364,108,MAYAKONDA,DAVANAGERE,K.G.R.NAIK,M,62,JD(S),SC,21,174925,135030,11596,77.19,8.59,1.63,Yes
1365,108,MAYAKONDA,DAVANAGERE,DR.Y.RAMAPPA,M,50,IND,SC,21,174925,135030,9395,77.19,6.96,4.49,Yes
1366,108,MAYAKONDA,DAVANAGERE,N.SRINIVASA NAIK,M,42,BSRCP,SC,21,174925,135030,3333,77.19,2.47,0.87,Yes
1367,108,MAYAKONDA,DAVANAGERE,DR:B.CHANDRANAIK,M,63,IND,SC,21,174925,135030,2160,77.19,1.6,0.84,Yes
1368,108,MAYAKONDA,DAVANAGERE,KIRAN KUMAR,M,36,JD(U),SC,21,174925,135030,1023,77.19,0.76,0.01,Yes
1369,108,MAYAKONDA,DAVANAGERE,DR:K.S.SHANKARNAIK,M,62,IND,SC,21,174925,135030,511,77.19,0.38,0.01,Yes
1370,108,MAYAKONDA,DAVANAGERE,MALLIKARJUNA SWAMY.K.M.,M,61,IND,SC,21,174925,135030,497,77.19,0.37,0.01,Yes
1371,108,MAYAKONDA,DAVANAGERE,K.SHIVAMURTHY  (Winner),M,57,INC,SC,21,174925,135030,32435,77.19,24.02,0.51,No
1372,108,MAYAKONDA,DAVANAGERE,NAGARAJAPPA.M.,M,56,IND,SC,21,174925,135030,1007,77.19,0.75,0.12,Yes
1373,108,MAYAKONDA,DAVANAGERE,KRISHNAMURTHY.R.,M,39,NCP,SC,21,174925,135030,845,77.19,0.63,0.06,Yes
1374,108,MAYAKONDA,DAVANAGERE,R.VASANTHA DAGINAKATTE,M,39,BSP,SC,21,174925,135030,713,77.19,0.53,0.01,Yes
1375,108,MAYAKONDA,DAVANAGERE,A.K.MANJAPPA,M,28,HND,SC,21,174925,135030,700,77.19,0.52,0.13,Yes
1376,108,MAYAKONDA,DAVANAGERE,CHINNASAMUDRA SHEKARNAIK,M,42,KRRS,SC,21,174925,135030,524,77.19,0.39,0.01,Yes
1377,108,MAYAKONDA,DAVANAGERE,P.SHANKARANAIK,M,46,IND,SC,21,174925,135030,766,77.19,0.57,0.04,Yes
1378,109,CHANNAGIRI,DAVANAGERE,B.SHIVAPPA,M,61,IND,General,12,175842,143385,445,81.54,0.31,0.09,Yes
1379,109,CHANNAGIRI,DAVANAGERE,HONNEMARADAHALLI CHANDRAPPAGOWDA,M,42,IND,General,12,175842,143385,315,81.54,0.22,0,Yes
1380,109,CHANNAGIRI,DAVANAGERE,K.MADAL VIRUPAKSHAPPA  (Runner Up),M,65,KJP,General,12,175842,143385,51582,81.54,35.97,15.82,No
1381,109,CHANNAGIRI,DAVANAGERE,VADNAL RAJANNA  (Winner),M,61,INC,General,12,175842,143385,53355,81.54,37.21,1.24,No
1382,109,CHANNAGIRI,DAVANAGERE,VASUDEVA NAIK K.C.,M,28,IND,General,12,175842,143385,481,81.54,0.34,0.03,Yes
1383,109,CHANNAGIRI,DAVANAGERE,HODIGERE RAMESH,M,42,JD(S),General,12,175842,143385,28900,81.54,20.16,17,No
1384,109,CHANNAGIRI,DAVANAGERE,H.S. SHIVAKUMAR,M,45,BJP,General,12,175842,143385,4526,81.54,3.16,2.42,Yes
1385,109,CHANNAGIRI,DAVANAGERE,AMEER AHMED KOGALURU,M,33,BSRCP,General,12,175842,143385,1054,81.54,0.74,0.12,Yes
1386,109,CHANNAGIRI,DAVANAGERE,A C S CYCLIST BABU,M,54,IND,General,12,175842,143385,879,81.54,0.61,0.18,Yes
1387,109,CHANNAGIRI,DAVANAGERE,JAYAMMA.L. DODDABBIGERE,F,50,LJP,General,12,175842,143385,626,81.54,0.44,0,Yes
1388,109,CHANNAGIRI,DAVANAGERE,R.MAMATHA,F,33,BSP,General,12,175842,143385,621,81.54,0.43,0.01,Yes
1389,109,CHANNAGIRI,DAVANAGERE,KAREKATTE MANJAPPA,M,52,JD(U),General,12,175842,143385,601,81.54,0.42,0.08,Yes
1390,110,HONNALI,DAVANAGERE,SAYEDAGOUSE H. P,M,48,IND,General,13,174516,149119,1435,85.45,0.96,0.06,Yes
1391,110,HONNALI,DAVANAGERE,T. L. RANGANATHA,M,53,JD(U),General,13,174516,149119,292,85.45,0.2,0.03,Yes
1392,110,HONNALI,DAVANAGERE,DR|| RAJKUMAR H. P,M,57,BJP,General,13,174516,149119,2549,85.45,1.71,0.66,Yes
1393,110,HONNALI,DAVANAGERE,DR|| D. B. PRAKASH BASAVANA GOWDA,M,50,IND,General,13,174516,149119,329,85.45,0.22,0.02,Yes
1394,110,HONNALI,DAVANAGERE,M. R. MAHESH,M,38,JD(S),General,13,174516,149119,1340,85.45,0.9,0.21,Yes
1395,110,HONNALI,DAVANAGERE,PARASHURAMA A. K,M,30,BSP,General,13,174516,149119,549,85.45,0.37,0.04,Yes
1396,110,HONNALI,DAVANAGERE,ASHA R.PATEL,F,32,SJPA,General,13,174516,149119,1563,85.45,1.05,0.09,Yes
1397,110,HONNALI,DAVANAGERE,K. RENUKACHARI,M,55,BSRCP,General,13,174516,149119,1030,85.45,0.69,0.32,Yes
1398,110,HONNALI,DAVANAGERE,M. RANGANATHA SWAMY,M,37,IND,General,13,174516,149119,241,85.45,0.16,0,Yes
1399,110,HONNALI,DAVANAGERE,D. G SHANTANA GOWDA  (Winner),M,65,INC,General,13,174516,149119,78789,85.45,52.84,12.57,No
1400,110,HONNALI,DAVANAGERE,DR. D. SEETHANAIKA,M,42,IND,General,13,174516,149119,461,85.45,0.31,0.09,Yes
1401,110,HONNALI,DAVANAGERE,M. P. RENUKACHARYA  (Runner Up),M,52,KJP,General,13,174516,149119,60051,85.45,40.27,38.56,No
1402,110,HONNALI,DAVANAGERE,RAMESH JAGATHAP D. V,M,39,IND,General,13,174516,149119,490,85.45,0.33,0.02,Yes
1403,111,SHIMOGA RURAL,SHIMOGA,RUDRESH,M,43,IND,SC,12,186016,143288,556,77.03,0.39,0,Yes
1404,111,SHIMOGA RURAL,SHIMOGA,SHIVARUDRAIAH SWAMY,M,44,IND,SC,12,186016,143288,1874,77.03,1.31,0.26,Yes
1405,111,SHIMOGA RURAL,SHIMOGA,T.SHIVAKUMARA,M,39,BSRCP,SC,12,186016,143288,619,77.03,0.43,0.04,Yes
1406,111,SHIMOGA RURAL,SHIMOGA,M.GURUMURTHY,M,49,IND,SC,12,186016,143288,770,77.03,0.54,0.06,Yes
1407,111,SHIMOGA RURAL,SHIMOGA,N.T.SHIVAMURTHY,M,58,IND,SC,12,186016,143288,1005,77.03,0.7,0.16,Yes
1408,111,SHIMOGA RURAL,SHIMOGA,SHARADA POORYANAIK  (Winner),F,42,JD(S),SC,12,186016,143288,48639,77.03,33.94,7.06,No
1409,111,SHIMOGA RURAL,SHIMOGA,VEERESHAPPA,M,34,BSP,SC,12,186016,143288,687,77.03,0.48,0.05,Yes
1410,111,SHIMOGA RURAL,SHIMOGA,KARIYANNA,M,68,INC,SC,12,186016,143288,35640,77.03,24.87,16.19,No
1411,111,SHIMOGA RURAL,SHIMOGA,G.BASAVANNAPPA  (Runner Up),M,80,KJP,SC,12,186016,143288,38530,77.03,26.89,2.02,No
1412,111,SHIMOGA RURAL,SHIMOGA,V.BHAGAVAN,M,38,IND,SC,12,186016,143288,1499,77.03,1.05,0.32,Yes
1413,111,SHIMOGA RURAL,SHIMOGA,K.G.KUMARA SWAMY,M,57,BJP,SC,12,186016,143288,12435,77.03,8.68,7.37,Yes
1414,111,SHIMOGA RURAL,SHIMOGA,L.CHANDRA NAIK,M,49,JD(U),SC,12,186016,143288,1034,77.03,0.72,0.02,Yes
1415,112,BHADRAVATI,SHIMOGA,BALAKRISHNA. M,M,38,BSRCP,General,17,199358,143556,133,72.01,0.09,0,Yes
1416,112,BHADRAVATI,SHIMOGA,COMREDE P. MURTHY,M,38,CPIM,General,17,199358,143556,381,72.01,0.27,0.09,Yes
1417,112,BHADRAVATI,SHIMOGA,HANUMANTHARAO,M,36,IND,General,17,199358,143556,2254,72.01,1.57,0.33,Yes
1418,112,BHADRAVATI,SHIMOGA,TEEPU SULTHAN,M,40,IND,General,17,199358,143556,255,72.01,0.18,0.02,Yes
1419,112,BHADRAVATI,SHIMOGA,C.M. IBRAHIM,M,61,INC,General,17,199358,143556,22329,72.01,15.55,13.98,Yes
1420,112,BHADRAVATI,SHIMOGA,SURESH,M,43,BSP,General,17,199358,143556,223,72.01,0.16,0.02,Yes
1421,112,BHADRAVATI,SHIMOGA,AHAMED ALI,M,38,IND,General,17,199358,143556,1084,72.01,0.76,0.45,Yes
1422,112,BHADRAVATI,SHIMOGA,VASUNDARA DEVI. P,F,58,IND,General,17,199358,143556,440,72.01,0.31,0.04,Yes
1423,112,BHADRAVATI,SHIMOGA,B.K.SANGAMESHWARA  (Runner Up),M,50,IND,General,17,199358,143556,34271,72.01,23.87,8.32,No
1424,112,BHADRAVATI,SHIMOGA,APPAJI. M.J  (Winner),M,60,JD(S),General,17,199358,143556,78370,72.01,54.59,30.72,No
1425,112,BHADRAVATI,SHIMOGA,KALPANA A NADIG SHARMA,F,50,JD(U),General,17,199358,143556,140,72.01,0.1,0,Yes
1426,112,BHADRAVATI,SHIMOGA,HANUMANTHAPPA,M,53,IND,General,17,199358,143556,1282,72.01,0.89,0.14,Yes
1427,112,BHADRAVATI,SHIMOGA,AKHIL AHMED,M,48,IND,General,17,199358,143556,133,72.01,0.09,0,Yes
1428,112,BHADRAVATI,SHIMOGA,S.B. SHIVAJI RAO SINDHYA,M,59,BJP,General,17,199358,143556,1779,72.01,1.24,0.35,Yes
1429,112,BHADRAVATI,SHIMOGA,S. VENKATESHMURTHY,M,29,LSP,General,17,199358,143556,158,72.01,0.11,0.01,Yes
1430,112,BHADRAVATI,SHIMOGA,B.G.C.KUMAR,M,49,IND,General,17,199358,143556,135,72.01,0.09,0,Yes
1431,112,BHADRAVATI,SHIMOGA,OMVIJAYA VAMSHI,M,38,IND,General,17,199358,143556,189,72.01,0.13,0.02,Yes
1432,113,SHIMOGA,SHIMOGA,MANJUNATH PATEL TYAJAVALLI,M,62,JD(U),General,14,215937,139648,250,64.67,0.18,0,Yes
1433,113,SHIMOGA,SHIMOGA,K.B. BASHEER AHMED,M,60,SDPI,General,14,215937,139648,3312,64.67,2.37,1.97,Yes
1434,113,SHIMOGA,SHIMOGA,SYED MAJAHAR,M,57,IND,General,14,215937,139648,164,64.67,0.12,0.01,Yes
1435,113,SHIMOGA,SHIMOGA,M. SRIKANTH,M,41,JD(S),General,14,215937,139648,21638,64.67,15.49,13.12,Yes
1436,113,SHIMOGA,SHIMOGA,A. YASEEN MUBARAK,M,32,IND,General,14,215937,139648,283,64.67,0.2,0.02,Yes
1437,113,SHIMOGA,SHIMOGA,K.S. ESHWARAPPA,M,64,BJP,General,14,215937,139648,33462,64.67,23.96,8.47,No
1438,113,SHIMOGA,SHIMOGA,MOHAMMAD FAZEEL,M,30,IND,General,14,215937,139648,388,64.67,0.28,0.04,Yes
1439,113,SHIMOGA,SHIMOGA,USHA JAYARAJ,F,42,IND,General,14,215937,139648,562,64.67,0.4,0.09,Yes
1440,113,SHIMOGA,SHIMOGA,S. RUDREGOWDA  (Runner Up),M,63,KJP,General,14,215937,139648,39077,64.67,27.98,4.02,No
1441,113,SHIMOGA,SHIMOGA,SYED SHAMEER,M,54,IND,General,14,215937,139648,432,64.67,0.31,0.03,Yes
1442,113,SHIMOGA,SHIMOGA,K.B. PRASANNAKUMAR  (Winner),M,44,INC,General,14,215937,139648,39355,64.67,28.18,0.2,No
1443,113,SHIMOGA,SHIMOGA,MAHAMAD FAYAZ AHAMAD,M,44,IND,General,14,215937,139648,148,64.67,0.11,0,Yes
1444,113,SHIMOGA,SHIMOGA,GA.RA.SHRINIVAS,M,37,IND,General,14,215937,139648,247,64.67,0.18,0.06,Yes
1445,113,SHIMOGA,SHIMOGA,B.R. KARIBASAPPA,M,47,LJP,General,14,215937,139648,330,64.67,0.24,0.03,Yes
1446,114,TIRTHAHALLI,SHIMOGA,KIMMANE RATNAKAR  (Winner),M,61,INC,General,10,169863,139215,37160,81.96,26.69,0.96,No
1447,114,TIRTHAHALLI,SHIMOGA,ASHOKAMURTHY,M,55,BSRCP,General,10,169863,139215,5161,81.96,3.71,2.54,Yes
1448,114,TIRTHAHALLI,SHIMOGA,NAGESH HORABYLU,M,57,IND,General,10,169863,139215,546,81.96,0.39,0,Yes
1449,114,TIRTHAHALLI,SHIMOGA,BEHALLI NAGARAJ .D.,M,42,JD(U),General,10,169863,139215,738,81.96,0.53,0.14,Yes
1450,114,TIRTHAHALLI,SHIMOGA,H. B. KIRAN KUMAR,M,30,IND,General,10,169863,139215,1627,81.96,1.17,0.19,Yes
1451,114,TIRTHAHALLI,SHIMOGA,JADUGAR NISCHAL .V. SHETTY,M,25,IND,General,10,169863,139215,1363,81.96,0.98,0.22,Yes
1452,114,TIRTHAHALLI,SHIMOGA,KUNAJE MANJUNATHA GOWDA,M,42,BSP,General,10,169863,139215,1062,81.96,0.76,0.23,Yes
1453,114,TIRTHAHALLI,SHIMOGA,R. MADAN,M,45,JD(S),General,10,169863,139215,21295,81.96,15.3,11.59,Yes
1454,114,TIRTHAHALLI,SHIMOGA,R. M. MANJUNATHA GOWDA  (Runner Up),M,55,KJP,General,10,169863,139215,35817,81.96,25.73,0.98,No
1455,114,TIRTHAHALLI,SHIMOGA,ARAGA JNANENDRA,M,60,BJP,General,10,169863,139215,34446,81.96,24.74,9.45,No
1456,115,SHIKARIPURA,SHIMOGA,HUVADIGARA SHEKARAPPA HITTALA,M,59,BSP,General,12,172735,138566,348,80.22,0.25,0,Yes
1457,115,SHIKARIPURA,SHIMOGA,H.S.SHANTHAVEERAPPAGOW DA(SHANTANNA)  (Runner Up),M,66,INC,General,12,172735,138566,44701,80.22,32.26,21.43,No
1458,115,SHIKARIPURA,SHIMOGA,RAJUNAIKA,M,35,IND,General,12,172735,138566,1447,80.22,1.04,0.11,Yes
1459,115,SHIKARIPURA,SHIMOGA,GIRISH.S,M,33,IND,General,12,172735,138566,433,80.22,0.31,0.06,Yes
1460,115,SHIKARIPURA,SHIMOGA,SAIFULLA.G,M,43,IND,General,12,172735,138566,936,80.22,0.68,0.24,Yes
1461,115,SHIKARIPURA,SHIMOGA,J.PAKKIRAPPA,M,55,BSRCP,General,12,172735,138566,608,80.22,0.44,0.13,Yes
1462,115,SHIKARIPURA,SHIMOGA,BALEGAR.H,M,50,JD(S),General,12,172735,138566,15007,80.22,10.83,9.11,Yes
1463,115,SHIKARIPURA,SHIMOGA,ERYANAIKA,M,50,IND,General,12,172735,138566,1132,80.22,0.82,0.14,Yes
1464,115,SHIKARIPURA,SHIMOGA,ESHWARAPPA. D.S.,M,44,IND,General,12,172735,138566,1288,80.22,0.93,0.09,Yes
1465,115,SHIKARIPURA,SHIMOGA,S.H.MANJUNATHA,M,55,BJP,General,12,172735,138566,2383,80.22,1.72,0.68,Yes
1466,115,SHIKARIPURA,SHIMOGA,B.S.YADIYURAPPA  (Winner),M,70,KJP,General,12,172735,138566,69126,80.22,49.89,17.63,No
1467,115,SHIKARIPURA,SHIMOGA,KOTESHWARA,M,39,IND,General,12,172735,138566,1157,80.22,0.83,0.02,Yes
1468,116,SORAB,SHIMOGA,GUDDAPPA,M,51,BSP,General,11,172035,141159,512,82.05,0.36,0.02,Yes
1469,116,SORAB,SHIMOGA,BASAVANYAPPA,M,46,IND,General,11,172035,141159,1343,82.05,0.95,0.19,Yes
1470,116,SORAB,SHIMOGA,H.HALAPPA  (Runner Up),M,52,KJP,General,11,172035,141159,37316,82.05,26.44,2.93,No
1471,116,SORAB,SHIMOGA,S.KUMARA BANGARAPPA,M,50,INC,General,11,172035,141159,33176,82.05,23.5,19.8,No
1472,116,SORAB,SHIMOGA,J.S.CHIDANANDAGOWDA,M,43,IND,General,11,172035,141159,484,82.05,0.34,0,Yes
1473,116,SORAB,SHIMOGA,CHIKKAVALI NAGARAJAGOWDA,M,40,BJP,General,11,172035,141159,5226,82.05,3.7,2.63,Yes
1474,116,SORAB,SHIMOGA,K.GURUMURTHY,M,47,IND,General,11,172035,141159,1081,82.05,0.77,0.04,Yes
1475,116,SORAB,SHIMOGA,B.CHANDRAPPAGOWDA,M,59,BSRCP,General,11,172035,141159,1026,82.05,0.73,0.06,Yes
1476,116,SORAB,SHIMOGA,K.S.SATYANARAYANA,M,58,JD(U),General,11,172035,141159,940,82.05,0.67,0.3,Yes
1477,116,SORAB,SHIMOGA,S.MADHU BANGARAPPA  (Winner),M,47,JD(S),General,11,172035,141159,58541,82.05,41.47,15.04,No
1478,116,SORAB,SHIMOGA,H.BHEEMAPPA,M,43,IND,General,11,172035,141159,1514,82.05,1.07,0.12,Yes
1479,117,SAGAR,SHIMOGA,GOPALAKRISHNA BELURU,M,48,JD(S),General,11,179790,137407,23217,76.43,16.9,13,No
1480,117,SAGAR,SHIMOGA,SHARAVATHI C. RAO,F,52,BJP,General,11,179790,137407,5355,76.43,3.9,2.22,Yes
1481,117,SAGAR,SHIMOGA,B.R. JAYANTH  (Runner Up),M,63,KJP,General,11,179790,137407,30712,76.43,22.35,5.45,No
1482,117,SAGAR,SHIMOGA,DINESH BARADAVALLI,M,26,JD(U),General,11,179790,137407,378,76.43,0.28,0,Yes
1483,117,SAGAR,SHIMOGA,MEGHARAJA. N. PUJARI,M,50,IND,General,11,179790,137407,532,76.43,0.39,0.08,Yes
1484,117,SAGAR,SHIMOGA,K.N. VENKATESHA,M,48,BSP,General,11,179790,137407,549,76.43,0.4,0.01,Yes
1485,117,SAGAR,SHIMOGA,KAGODU THIMMAPPA  (Winner),M,82,INC,General,11,179790,137407,71960,76.43,52.37,30.02,No
1486,117,SAGAR,SHIMOGA,SURESHA. C.,M,36,IND,General,11,179790,137407,1385,76.43,1.01,0.57,Yes
1487,117,SAGAR,SHIMOGA,T.R. KRISHNAPPA,M,61,LSP,General,11,179790,137407,2302,76.43,1.68,0.67,Yes
1488,117,SAGAR,SHIMOGA,S. RAMACHANDRA,M,28,IND,General,11,179790,137407,597,76.43,0.43,0.03,Yes
1489,117,SAGAR,SHIMOGA,GANESH. B. BELLI,M,42,BSRCP,General,11,179790,137407,420,76.43,0.31,0.03,Yes
1490,118,BYNDOOR,UDUPI,B.M. SUKUMAR SHETTY  (Runner Up),M,61,BJP,General,13,194914,148090,51128,75.98,34.52,31.7,No
1491,118,BYNDOOR,UDUPI,UDAYA KUMAR TALLUR,M,36,BSP,General,13,194914,148090,1515,75.98,1.02,0.33,Yes
1492,118,BYNDOOR,UDUPI,NAVEENCHANDRA UPPUNDA,M,40,KJP,General,13,194914,148090,4177,75.98,2.82,0.82,Yes
1493,118,BYNDOOR,UDUPI,MANJUNATHA K,M,33,JD(U),General,13,194914,148090,334,75.98,0.23,0,Yes
1494,118,BYNDOOR,UDUPI,ABDUL HAZID,M,30,IND,General,13,194914,148090,395,75.98,0.27,0.04,Yes
1495,118,BYNDOOR,UDUPI,DIVAKAR KOTIYAN,M,44,IND,General,13,194914,148090,620,75.98,0.42,0.11,Yes
1496,118,BYNDOOR,UDUPI,H. SURESH POOJRAY,M,41,IND,General,13,194914,148090,1611,75.98,1.09,0.06,Yes
1497,118,BYNDOOR,UDUPI,K.SHANKER,M,57,CPM,General,13,194914,148090,2960,75.98,2,0.91,Yes
1498,118,BYNDOOR,UDUPI,K.GOPALA POOJARY  (Winner),M,53,INC,General,13,194914,148090,82277,75.98,55.56,21.03,No
1499,118,BYNDOOR,UDUPI,LOKESH VITTAL BORKAR SIRSI,M,32,IND,General,13,194914,148090,630,75.98,0.43,0.01,Yes
1500,118,BYNDOOR,UDUPI,SURAYYA BANU,F,44,JD(S),General,13,194914,148090,1023,75.98,0.69,0.04,Yes
1501,118,BYNDOOR,UDUPI,ABDUL AZEEZ,M,48,IND,General,13,194914,148090,463,75.98,0.31,0.05,Yes
1502,118,BYNDOOR,UDUPI,SRIDHAR PEDEMANE,M,48,IND,General,13,194914,148090,957,75.98,0.65,0.22,Yes
1503,119,KUNDAPURA,UDUPI,HALADY SRINIVASA SHETTY  (Winner),M,62,IND,General,6,181943,138983,80563,76.39,57.97,29.22,No
1504,119,KUNDAPURA,UDUPI,MANJUNATH,M,43,IND,General,6,181943,138983,764,76.39,0.55,0.02,Yes
1505,119,KUNDAPURA,UDUPI,MALLYADI SHIVARAMA SHETTY  (Runner Up),M,58,INC,General,6,181943,138983,39952,76.39,28.75,18.3,No
1506,119,KUNDAPURA,UDUPI,KISHORE KUMAR,M,41,BJP,General,6,181943,138983,14524,76.39,10.45,8.69,Yes
1507,119,KUNDAPURA,UDUPI,SRINIVASA.H,M,33,IND,General,6,181943,138983,2442,76.39,1.76,1.21,Yes
1508,119,KUNDAPURA,UDUPI,KRISHNA BARATHCAL,M,62,JD(U),General,6,181943,138983,738,76.39,0.53,0,Yes
1509,120,UDUPI,UDUPI,ALEVOOR YOGEESH ACHARYA,M,51,IND,General,7,180879,138430,1472,76.53,1.06,0.33,Yes
1510,120,UDUPI,UDUPI,B. SUDHAKAR SHETTY  (Runner Up),M,62,BJP,General,7,180879,138430,47344,76.53,34.2,33.14,No
1511,120,UDUPI,UDUPI,NASIR HUSSAIN,M,37,IND,General,7,180879,138430,245,76.53,0.18,0,Yes
1512,120,UDUPI,UDUPI,THUKARAM KOTIAN,M,46,IND,General,7,180879,138430,498,76.53,0.36,0.18,Yes
