,constituency,name,cases,assets,liabilities,education_category,education,district,self_profession,spouse_profession,self_profession_category,spouse_profession_category,age,gender,party,votes,percent_votes,constituency_category
1657,Maddur,NOTA,,,,,,,,,,,,,NOTA,1350,0.784450448879979,GEN
1658,Maddur,Lingegowda S H,1,8403000,650000,Postgraduates,MA in Mysore University Year 2000,Mandya,Agriculture,Teacher,Agriculture / Farming,Education / Academia,42,M,SWARAJ,450,0.261483482959993,GEN
1659,Maddur,Venkatesha,0,570000,,Secondary Education,Gvt higher school kesturu 1987,Mandya,"Agriculture ,wages",aganvadi worker,"Agriculture / Farming, Unknown",Social Work / Activism,47,M,IND,429,0.249280920421859,GEN
1660,Maddur,Shivamadegowda K R,0,3426000,16000,Higher Secondary Education,Shivakumara pu college malvalli 1994,Mandya,Agriculture,Home maker,Agriculture / Farming,Construction / Real Estate,45,M,IND,404,0.234754060257415,GEN
1661,Maddur,Venkatesh B,0,903000,43000,Graduates,Govt. Arts college bangalore university 2004,Mandya,Agriculture,Home maker,Agriculture / Farming,Construction / Real Estate,44,M,DRAPP,182,0.105755541997152,GEN
1662,Maddur,Dr.Manojith S S,0,18202000,2800000,Technical/Professional Courses,"1 st 7 th Sent ans convent madduru,8 th to 10th and puc vishwmana kommarahalli mandya,MBBS IN KVG Sulya R,G,U,H,S Benglore",Mandya,Doctore,Doctore,Medicine / Healthcare,Medicine / Healthcare,30,M,FCI,151,0.0877422353932421,GEN
1663,Maddur,Maheshkumar P. S.,0,1091620,55000,Graduates,"he completed 10th in Govt high school,Chandapura, Puc in Bharathi College K M Doddi , BA Graduate in govt college Bhachanahalli Malavalli Taluk, and finished law in K N Nagegowda College in 2009 from Mysore University",Mandya,Lawyer,Homemaker,Law / Judiciary,Not Given,34,M,IND,146,0.0848368633603532,GEN
1664,Maddur,Mahesh S,0,27900000,107000,Graduates,"1 st to 7 th highe t gvt school,8 th 10 th Bharthi school barathi nagara, 2nd puc in Sanje colleg mandya,BA in Barathi college bharthi nagara",Mandya,business,house wife,Business / Entrepreneurship,Not Given,40,M,IND,101,0.0586885150643539,GEN
1665,Maddur,Chethan B,0,941000,271832,Secondary Education,SSLC in SCMM High school somanahalli 1997-1998 somanahalli,Mandya,Agriculturing,House wife,Agriculture / Farming,Not Given,36,M,IND,98,0.0569452918446207,GEN
1666,Maddur,N C Puttaraju,0,2816000,45000,Higher Secondary Education,PUC in bharthi colleg KM Doddi 1992,Mandya,business,Unmarried,Business / Entrepreneurship,Cound't Classify,43,M,IND,90,0.0522966965919986,GEN
1667,Maddur,Heena Kouser,1,471000,,Secondary Education,"5TH to 8TH FROM KARMEL CONVENT SCHOOL MANDYA, YEAR-1995-98",Mandya,TENT HOUSE,AADHAR CENTRE,Hospitality / Tourism,Politics / Public Service,29,F,AIMEP,87,0.0505534733722653,GEN
1668,Madhugiri,M.V. Veerabhadraiah,0,373924939,216824192,Graduates,Has done Bachelors degree in political science from Bangalore University in 1976-78.,Tumkur,Retired Govt. employee,Homemaker,Politics / Public Service,Not Given,63,M,JD(S),88521,53.3066361556064,GEN
1669,Madhugiri,K.N.Rajanna,0,146156608,41304874,Postgraduates,"B.Sc. Govt.Science College Tumkur Mysore University 1972 , LLB Vidyodaya Law College Tumkur Banglore University 1984",Tumkur,Advocate Agriculrist,Business Agricultrist,"Law / Judiciary, Agriculture / Farming","Business / Entrepreneurship, Agriculture / Farming",67,M,INC,69947,42.1215223413224,GEN
1670,Madhugiri,Ramesh S E,0,119191395,525627,Secondary Education,SSLC From R.V.B.H.S. Bangalore,Tumkur,Agriculturist Civil Contractor,House Wife Tuition,"Agriculture / Farming, Construction / Real Estate","Education / Academia, Hospitality / Tourism",52,M,BJP,2911,1.75298085029507,GEN
1671,Madhugiri,Veerabhadreshaiah,0,125000,700000,Primary Education,"9th SARAKARI HIGH SCHOOL ,HOLAVANHALLI, KORTAGERI TALUK PASSING DATE-1884-85",Tumkur,Agriculture,Not Given,Agriculture / Farming,Cound't Classify,45,M,IND,1532,0.922558111525954,GEN
1672,Madhugiri,Mujeebur Rehman,0,1698990,,Higher Secondary Education,"PUC from Madugiri Govt. PU College, Year 1991-92",Tumkur,Business,House wife,Business / Entrepreneurship,Not Given,44,M,AIMEP,740,0.445622064314103,GEN
1673,Madhugiri,Srinivasa,0,120000,,Secondary Education,SSLC,Tumkur,Labour,House wife,Cound't Classify,Not Given,49,M,IND,486,0.292665301698181,GEN
1674,Madhugiri,NOTA,,,,,,,,,,,,,NOTA,428,0.257738166927616,GEN
1675,Madhugiri,K.R.Rajanna,0,979800,150000,Higher Secondary Education,"1980-81,Govt Pre-University College, Madugiri",Tumkur,Agriculture,Not Given,Agriculture / Farming,Cound't Classify,56,M,IND,417,0.251114055160785,GEN
1676,Madhugiri,Raghavendra S.V,0,225000,399000,Diploma Holders,2 year Diploma,Tumkur,Plumbing Emoloyment,House Wife,Cound't Classify,Cound't Classify,37,M,SP,175,0.105383596290497,GEN
1677,Madhugiri,Maruthi G.H,0,227884,,Higher Secondary Education,"PUC,2004-2005, Govt Independant Pre-University College",Tumkur,Agriculture and Labour,Not Given,"Agriculture / Farming, Unknown",Cound't Classify,30,M,IND,165,0.0993616765024689,GEN
1678,Madhugiri,Udaya Kumara,0,,,Graduates,"LLB , BACHELOR OF LAW , TUMKURU VIDODAYA LAW COLLEGE, PASSING DATE-2003-04",Tumkur,ADVOCATE,House wife,Law / Judiciary,Not Given,49,M,IND,158,0.095146332650849,GEN
1679,Madhugiri,K.C. Chowdappa,0,20648258,5000000,Postgraduates,M.A. from Department of Political Science Central College Bangalore University in 1978,Tumkur,Retired Government Official,House Wife,Politics / Public Service,Cound't Classify,63,M,IND,155,0.0933397567144405,GEN
1680,Madhugiri,Syed Muzamil Pasha,0,1683653,521000,Secondary Education,"SSLC from Sidharth Residential School, Madugiri, Year 1998-99",Tumkur,Agriculture,House Wife,Agriculture / Farming,Cound't Classify,34,M,KPJP,133,0.080091533180778,GEN
1681,Madhugiri,S.H.Bhaskar,0,345597160,4500000,Diploma Holders,BE (ELECTRONICS COMMUNICATION) BANGALORE UNIVERSITY 1987-88,Tumkur,Aeronautical Engineering,Not Given,Engineering / Technology,Cound't Classify,52,M,IND,100,0.0602191978802842,GEN
1682,Madhugiri,"B.M.Cholaraju,Advocate (B.M.C.Raju)",,,,,,,,,,,63,M,IND,97,0.0584126219438757,GEN
1683,Madhugiri,Balarama S.T,0,30000,,Secondary Education,"SSLC 2005-2006, Savodhaya Pre-University College,2005-2016",Tumkur,Agriculture and Labour,House Wife,"Agriculture / Farming, Unknown",Cound't Classify,28,M,IND,95,0.05720823798627,GEN
1684,Madikeri,Appachu Ranjan M P,0,93982425,7155548,Higher Secondary Education,"Has completed PUC in Vivekananda College, Puttur (1973)",Kodagu,Coffee growers,Coffee growers,Agriculture / Farming,Agriculture / Farming,61,M,BJP,70631,41.6805344097062,GEN
1685,Madikeri,B A Jivijaya,1,37247049,6448980,Graduates,"B.Sc. From Central College Bangalore Mysore University,Year-1959",Kodagu,Agriculture,Agriculture Housewife,Agriculture / Farming,"Agriculture / Farming, Not Given",78,M,JD(S),54616,32.2298150574183,GEN
1686,Madikeri,K P Chandrakala,0,28745000,200000,Graduates,"BA from A. V. K. College, Hassan Year-1979",Kodagu,Agriculturalist and Social Worker,Agriculturalist,"Social Work / Activism, Agriculture / Farming",Agriculture / Farming,58,F,INC,38219,22.5536711161467,GEN
1687,Madikeri,NOTA,,,,,,,,,,,,,NOTA,1615,0.953038511017479,GEN
1688,Madikeri,Bhargava C J,1,60000,350000,Graduates,BA MYSORE MUKHA UNIVERSITY 2014-2015,Kodagu,AGRICULTURE,Not Given,Agriculture / Farming,Cound't Classify,28,M,ABHM,1124,0.663291198999162,GEN
1689,Madikeri,A Mohammed Haneef,0,1521000,3500000,Primary Education,GOVT PRIMARY SCHOOL SIDAPURA KODAGU 1995,Kodagu,HOTEL AND CHIKAN CENTER,Not Given,"Hospitality / Tourism, Not Given",Cound't Classify,34,M,IND,1005,0.593067308713663,GEN
1690,Madikeri,Rasheeda Begum,0,7194000,4000000,Primary Education,"3rd std ,Govt,School,Channakotae Village ,Virajpate T. Year-1975-76",Kodagu,Furniture Business Joint and Social Service,Furniture Business Joint,"Business / Entrepreneurship, Social Work / Activism",Business / Entrepreneurship,48,F,AIMEP,545,0.321613615173081,GEN
1691,Madikeri,P S Yadurappa,0,2320000,,Secondary Education,SSLC subanna high school piriyapatan mysore dist,Kodagu,Agriculture Retried Pension Holder,Housewife,Agriculture / Farming,Education / Academia,66,M,IND,483,0.285026378217611,GEN
1692,Madikeri,K B Raju,0,1039000,310000,Unknown,Unknown,Kodagu,OWN BUSINESS,HOUSE WIFE,Business / Entrepreneurship,Not Given,59,M,BRPP,368,0.217162954832465,GEN
1693,Madikeri,B M Thimmaiah,0,6205000,8050000,Higher Secondary Education,1st puc VV puram college bangalore university,Kodagu,Agriculture,housewife,Agriculture / Farming,Not Given,68,M,IND,331,0.195328636004201,GEN
1694,Madikeri,C U Kishan,0,10000,,Unknown,SSLC (FAIL)SANTHA MICALARA SCHOOL MADIKERE 2007,Kodagu,AGRICULTURE,PRIVATE EMPLOYEE,Agriculture / Farming,Not Given,32,M,IND,283,0.167003033199966,GEN
1695,Madikeri,M Khaleel,0,930000,,Primary Education,7TH PURASABA HIDUSTANI PRIMARY 1983-84 MADIKERE,Kodagu,Business,Not Given,Business / Entrepreneurship,Cound't Classify,46,M,IND,238,0.140447780570996,GEN
1696,Magadi,A. Manjunath,2,79436194,50712919,Graduates,B.B.M- Rerukachrya College Bangalore Vishvavidyalaya yr 1993-94,Ramanagaram,Agriculture Ex-ZP Member,Business,"Agriculture / Farming, Social Work / Activism",Business / Entrepreneurship,45,M,JD(S),119492,61.5246784541082,GEN
1697,Magadi,H.C. Balakrishna,,,,,,,,,,,53,M,INC,68067,35.0467000998877,GEN
1698,Magadi,M.C.Hanumantharaj,0,40086813,15820186,Graduates,B.Sc. V.V.Puram College 1980-81,Ramanagaram,Real Estate Consultant Devloper,House wife,Construction / Real Estate,Not Given,60,M,BJP,4410,2.27064432750826,GEN
1699,Magadi,NOTA,,,,,,,,,,,,,NOTA,839,0.431988796095109,GEN
1700,Magadi,Murali.B,0,23155000,3340591,Secondary Education,"10th Standard, vrushabavati Rural High School Byramangala",Ramanagaram,M.R. Indane Grameena Vitarak Petroleum products Dealer,"House Wife, Business and N.M.V Agency",Business / Entrepreneurship,Business / Entrepreneurship,34,M,IND,600,0.308931201021532,GEN
1701,Magadi,D.M.Madegowda,0,3037000,,Higher Secondary Education,PUC,Ramanagaram,Social Work,House Wife,Social Work / Activism,Cound't Classify,38,M,AIMEP,223,0.114819429713002,GEN
1702,Magadi,Prashant.M,1,2666701,,Secondary Education,10 th pass Govt Junior College,Ramanagaram,Business,House Wife,Business / Entrepreneurship,Cound't Classify,30,M,IND,217,0.111730117702787,GEN
1703,Magadi,Naveenkumar,1,475000,,Graduates,B A Magadi First Grade College,Ramanagaram,Agriculture,House Wife,Agriculture / Farming,Cound't Classify,29,M,IND,112,0.0576671575240193,GEN
1704,Magadi,D.Shivakumar,0,4654000,,Graduates,B.A,Ramanagaram,Agriculture,Not Given,Agriculture / Farming,Cound't Classify,49,M,SP,94,0.0483992214933734,GEN
1705,Magadi,M.G.Jayananda Swamy,3,242237,,Postgraduates,"B.A. From Govt. Science College, Bangalore University, Year-1970 B.ED. From Sharda Vilas College, Mysore University, Year-1977, LLB(Not Completed) From Havanur Law College, Bangalore University, Year-1989",Ramanagaram,Journalist,House Wife,Media / Journalism,Cound't Classify,72,M,IND,91,0.0468545654882657,GEN
1706,Magadi,Narasimhamurthy.H,0,51300,,Graduates,"B.A ,Govt First Grade College Magadi",Ramanagaram,Agriculture,Not Given,Agriculture / Farming,Cound't Classify,29,M,IND,73,0.0375866294576197,GEN
1707,Mahadevapura,Aravinda Limbavali,1,170266166,33631358,Diploma Holders,"B.E (Civil) Course Completed BMS Engg. College Bangalore University in 1991-92, Diploma in Civil Engg. BVV's Polytechnic Bagalkot in 1986-87",Bangalore Urban,Civil Engineer and Social Worker,Business and Social Worker,"Engineering / Technology, Social Work / Activism","Business / Entrepreneurship, Social Work / Activism",51,M,BJP,141682,49.8262716632905,SC
1708,Mahadevapura,A C Srinivasa,0,1048951850,333799627,Graduates,B.com VV puram college,Bangalore Urban,"land development ,support for agriculturist and school",land development and land consultant,Agriculture / Farming,"Construction / Real Estate, Consulting / Advisory",51,M,INC,123898,43.572051541751,SC
1709,Mahadevapura,Sathish K,0,6465000,,Graduates,B.Com,Bangalore Urban,Business,Housewife,Business / Entrepreneurship,Education / Academia,39,M,JD(S),6391,2.24756639657888,SC
1710,Mahadevapura,Nagesh T,0,332841800,9650000,Graduates,"BSC From Vijaya College Basawanagudi ,Bangalore",Bangalore Urban,Agricultural Business,House wife,"Agriculture / Farming, Business / Entrepreneurship",Not Given,42,M,IND,3852,1.3546590141796,SC
1711,Mahadevapura,NOTA,,,,,,,,,,,,,NOTA,3482,1.22453860004501,SC
1712,Mahadevapura,B R Bhaskar Prasad,6,6789607,425000,Diploma Holders,"Diploma in Eectrical Engineering,Diploma in Performing Arts",Bangalore Urban,M.S Bhaskara Arts and Graphics -Proprietor,Housewife,Arts / Entertainment,Education / Academia,42,M,AAAP,1336,0.46984019806437,SC
1713,Mahadevapura,P Ramesh Chander,0,12149418,2350000,Postgraduates,"BE From KREC Surathkal Mangalore University Year 1998, MBA Form Ademsmith university USA 2005",Bangalore Urban,engineer,housewife,Engineering / Technology,Not Given,41,M,SWARAJ,1184,0.4163853252307,SC
1714,Mahadevapura,V Srinivasa,0,7127000,,Secondary Education,"10th incomplete From Shree Channakeshwara High School Bidarahalli Bangalore,1994-95",Bangalore Urban,Self Employment,House wife,Business / Entrepreneurship,Not Given,43,M,IND,473,0.166343124015304,SC
1715,Mahadevapura,V Uma,0,660100,,Graduates,"BA From,Kamalabai College Shivajinagar Bangalore In 1998",Bangalore Urban,Housewife,Job,Education / Academia,Unknown,37,F,KJP,370,0.130120414134593,SC
1716,Mahadevapura,Srinivasa,0,64500,,Higher Secondary Education,PUC RV govt boys pre university colleage hosuru tamilnadu-200-01,Bangalore Urban,Coolie,Housewife,Unknown,Education / Academia,46,M,IND,290,0.101986270537924,SC
1717,Mahadevapura,Nandakumar R,0,15958245,390000,Postgraduates,"MBA,KSOU-Karnataka,India year-2015",Bangalore Urban,Own business,Not Given,Business / Entrepreneurship,Cound't Classify,30,M,AIMEP,282,0.0991728561782579,SC
1718,Mahadevapura,A Lakshmaiah,0,8294237,6000,Primary Education,6th,Bangalore Urban,Agriculture,Housewife,Agriculture / Farming,Education / Academia,63,M,IND,278,0.0977661489984244,SC
1719,Mahadevapura,J Uday Kumar,0,230000,,Literate,"sriman peruvaal school,KGF",Bangalore Urban,Manger in a Private Company,Housewife,Business / Entrepreneurship,Education / Academia,35,M,IND,250,0.0879191987395903,SC
1720,Mahadevapura,Dr. H R Surendra,0,4070251,,Doctorates,"MBBS, Karnataka",Bangalore Urban,Retired Doctor,Housewife,Medicine / Healthcare,Education / Academia,65,M,RPI(A),248,0.0872158451496736,SC
1721,Mahadevapura,S M Krishna,0,21100738,,Graduates,"BA From The India commercial association, Delhi 2011",Bangalore Urban,Journalist,House wife,Media / Journalism,Not Given,53,M,BPJP,169,0.059433378347963,SC
1722,Mahadevapura,K Krishna,0,15000,625000,Primary Education,"4th std passes in Govt.school Shravandahalli,madugiri taluk",Bangalore Urban,CIVIL Contractor,Home Maker,Construction / Real Estate,Not Given,47,M,RPSN,167,0.0587300247580463,SC
1723,Mahalakshmi Layout,K. Gopalaiah,0,107829135,53085427,Graduates,BSC From Bangalore University In 1982,B.B.M.P(North),Politics Social Service,"House wife,Business,Agriculture and Social Service","Politics / Public Service, Social Work / Activism","Business / Entrepreneurship, Agriculture / Farming, Social Work / Activism",57,M,BJP,85889,,GEN
1724,Mahalakshmi Layout,M. Shivaraju,,,,,,,,,,,,M,INC,31503,,GEN
1725,Malavalli,Dr.K.Annadani,3,34706874,510700,Doctorates,"MA ,PHD,in Bengaluru University, Year-2002",Mandya,Salesman,Sales and Housewife,Business / Entrepreneurship,"Business / Entrepreneurship, Not Given",51,M,JD(S),103038,52.9282136894824,SC
1726,Malavalli,P.M.Narendraswamy,0,290397246,26590217,Diploma Holders,"B,E,Civil Eingenieer From-Ambedkar Institute Of Technology .Year-1994",Mandya,Business,Housewife,Business / Entrepreneurship,Education / Academia,55,M,INC,76278,39.1822267882368,SC
1727,Malavalli,B.Somashekhar,0,214325691,24867753,Graduates,Law Graduate Completed In 1992 From University College of Law Bangalore University Bangalore,Mandya,Business Man-Dealer in Gas Refills (Franchise Partner BPCL),"Agriculturist ,Business Women Retails Dealers In Home Appilances General Goods",Business / Entrepreneurship,"Agriculture / Farming, Business / Entrepreneurship",67,M,BJP,10808,5.55181713111596,SC
1728,Malavalli,NOTA,,,,,,,,,,,,,NOTA,1471,0.755618338256067,SC
1729,Malavalli,Shashikumar M.S.,0,601000,,Secondary Education,SSLC SUBASH MEMORIAL ENGLISH SCHOOL PADARAYANAPURA BANGALORE KARANATAKA INDIA IN THE YEAR 1999-2000,Mandya,SELF EMPLOYEE,Not Given,Business / Entrepreneurship,Cound't Classify,33,M,INCP,820,0.421214845254912,SC
1730,Malavalli,R.Siddaraju,0,3782346,3181726,Higher Secondary Education,"P.U.C and G.D.C., From Maddur H.K. Virannagowda College In the Year-1983.",Mandya,Government First class Clerk,House Wife,Politics / Public Service,Cound't Classify,54,M,IND,523,0.268652883010145,SC
1731,Malavalli,M.Krishnamurthy,0,843232,50000,Postgraduates,M.A From Karnataka Satate Muktha University in The Year-2007,Mandya,Computer Teacher in Private Institute,House Wife,Education / Academia,Cound't Classify,38,M,BRMSC,363,0.186464620521381,SC
1732,Malavalli,T.N.Satheesh Kumar,0,17200500,,Secondary Education,10TH HAGALUR HIGHSCHOOL 1996,Mandya,AGRICULTURE,HOUSEWIFE,Agriculture / Farming,Not Given,37,M,IND,292,0.149993579041993,SC
1733,Malavalli,M.Nanjappa,0,32000,3900,Postgraduates,Diploma In Civil K.R.pete In the Year-1967-68 and B.E In Civil From and Tumkur S.I.T In the Year 1974-75.,Mandya,Retired Main Engineer,House Wife,Engineering / Technology,Cound't Classify,70,M,IND,223,0.114549890843713,SC
1734,Malavalli,H.Mahadeva,0,16939000,3230842,Graduates,"B.E From P.E.S Engineering College , Mandya, Mysore University, and P.U.C From Government Boys College ,Mandya.",Mandya,Business,Embroidery and Tailoring,Business / Entrepreneurship,Arts / Entertainment,52,M,IND,222,0.114036214203159,SC
1735,Malavalli,H.D.Devaprasad,0,206626,64000,Secondary Education,"10th PASS in Shri Siddhartha residential school Malavalli city ,Mandya district batch-1980",Mandya,Journalist,Government job,Media / Journalism,Unknown,54,M,IND,172,0.0883523821754205,SC
1736,Malavalli,Mantyalingu,0,18257017,140000,Postgraduates,LLB Vidhyavardaka law colleage mysore-1980,Mandya,Lawyer,Housewife,Law / Judiciary,Education / Academia,67,M,RPI(A),171,0.0878387055348658,SC
1737,Malavalli,Vishwanatha G.S.,0,213200,,Postgraduates,"BE M TEC, 2014,ENGNIYAR COLLAGE MANGALOUR ,",Mandya,Agriculture WAGE,Not Given,Agriculture / Farming,Cound't Classify,31,M,AIMEP,170,0.087325028894311,SC
1738,Malavalli,T.C.Venkatesh,0,305000,,Higher Secondary Education,"PUC MUNICIPAL COLLAGE KANAKAPURA THALUK, BANGALORE GRAMANTHARA 1994",Mandya,BUSINESS,HOUSE WIFE,Business / Entrepreneurship,Not Given,43,M,RMVP,124,0.0636959034287915,SC
1739,Malleshwaram,Dr. Ashwath Narayan.C.N.,1,215017344,11319033,Postgraduates,"M.B.B.S., Kasturba medical College Manglore University .1995",B.B.M.P(North),"Doctor (M.B.B.S.),MLA (Karnataka Legislative Assembly)","Business, Social Work","Medicine / Healthcare, Politics / Public Service","Business / Entrepreneurship, Social Work / Activism",50,M,BJP,83130,67.2219302146929,GEN
1740,Malleshwaram,Kengal Shreepadharenu,0,110500946,963359,Postgraduates,B.E Electronics UVCI Bangalore,B.B.M.P(North),Consultancy Business,Interior Business,Consulting / Advisory,Arts / Entertainment,59,M,INC,29130,23.5555735252496,GEN
1741,Malleshwaram,Madhusudhan N,1,33832047,3900000,Postgraduates,"B.A.,L.L.B, Banglore University KLE Law College 2013",B.B.M.P(North),Advocate,House wife,Law / Judiciary,Not Given,36,M,JD(S),7884,6.37528807665871,GEN
1742,Malleshwaram,NOTA,,,,,,,,,,,,,NOTA,2157,1.74422835887276,GEN
1743,Malleshwaram,Subramanya Sharma Gouravaram,0,1150000,,Postgraduates,"Bsc, MBA",B.B.M.P(North),"Businees-Managing Director of Sudeeksha Health Care Pvt Ltd.,",Software Engineer-Sasken Technologies,Business / Entrepreneurship,Information Technology,44,M,AIMEP,273,0.220757692152185,GEN
1744,Malleshwaram,N Rajanna,1,10627000,500000,Literate,"7th Pass, Govt Higher Primary School, Kantanakunte, Doddaballapura Tq, Bangalore Rural Dist. Year 1982",B.B.M.P(North),Auto Consultant,House wife,Transportation / Logistics,Not Given,49,M,IND,185,0.149597703473092,GEN
1745,Malleshwaram,Aditya .R .A,0,11357456,400000,Postgraduates,PGDBA From Symbiosis Center for Distance Education 2013,B.B.M.P(North),IT Employee,Not Given,Information Technology,Cound't Classify,34,M,IND,158,0.127764525128371,GEN
1746,Malleshwaram,R Venkatesh,0,5000000,1500000,Secondary Education,"S S L C.,",B.B.M.P(North),Business,House wife,Business / Entrepreneurship,Not Given,56,M,JBJSP,157,0.126955888893381,GEN
1747,Malleshwaram,Anand M.B.,0,413472,,Higher Secondary Education,PUC Veerasheva College,B.B.M.P(North),Own Computer Servicing,Central Govt in RWF,Information Technology,Military / Defense,49,M,KP,126,0.1018881656087,GEN
1748,Malleshwaram,Krishnaiah,0,180000,20000,Secondary Education,"SSLC, Karnataka Secondary Education Board",B.B.M.P(North),Employed,House wife,Cound't Classify,Not Given,45,M,RMVP,106,0.0857154409089071,GEN
1749,Malleshwaram,Mandagere Ramakumar,0,100000,,Secondary Education,"Has completed 10th in Hemavathi High School, Mandagere, K. R. Pete Taluk, Mandya District, and finished JOC couse(Accounts and auditing) in Navodaya Junior College, Channarayapatna Hassan District",B.B.M.P(North),Amateur journalist and writer,single not married yet,"Media / Journalism, Arts / Entertainment",Cound't Classify,49,M,KAP,95,0.0768204423240205,GEN
1750,Malleshwaram,Mallikarjun L S,0,3933000,,Diploma Holders,"Engineering, Kuvempu University. 1995-96",B.B.M.P(North),"Engineering Consultancy, Social Fighter",Not Given,"Engineering / Technology, Social Work / Activism",Cound't Classify,49,M,JANSAMAP,91,0.0735858973840617,GEN
1751,Malleshwaram,Prakash K R,0,718000,,Secondary Education,"PUC (Discontinue), D.Banumayya Collage, Mysore-Year 1991, SSLC-Neharu Memorial School, Ganguru, Arakalagudu Tq, Hassan. Year 1989",B.B.M.P(North),Real Estate Businees (Property Consultant),House wife,Construction / Real Estate,Not Given,45,M,IND,88,0.0711599886790927,GEN
1752,Malleshwaram,P R Pradeep,0,18010915,7779786,Doctorates,"MDS, Govt. Dental Collage, Bangalore University-2000, BDS, Govt. Dental Collage, Bangalore University-1995,",B.B.M.P(North),"Doctor (B.D.S, M.D.S)","Professor Vice Principal at M.R Ambedkar Dental Collage, Bangalore",Medicine / Healthcare,Education / Academia,45,M,IND,85,0.0687340799741236,GEN
1753,Malur,K.Y. Nanjegowda,1,265234954,394910065,Secondary Education,9th Standard from Tekal Government High School in 1981,Kolar,Building Stone Quarry and crusher Business and Agriculture,House maker,"Agriculture / Farming, Construction / Real Estate",Not Given,56,M,INC,75677,46.8988981296711,GEN
1754,Malur,K.S.Manjunatha Gowda,0,516878024,87191599,Higher Secondary Education,"PUC in Vivekananda College Rajajinagar, Bangalore",Kolar,Agriculture Employee,Social Services House Wife,Agriculture / Farming,"Social Work / Activism, Hospitality / Tourism",43,M,JD(S),57762,35.7965320211697,GEN
1755,Malur,Es.En.Krisshnaiah Setty Malur,3,327593565,88784023,Higher Secondary Education,"Pre-University at Govt First Grade College, Kolar in the Year 1976-77",Kolar,Agriculture,"Business, Agricultural Floriculture",Agriculture / Farming,"Business / Entrepreneurship, Agriculture / Farming",58,M,BJP,23889,14.8046008353887,GEN
1756,Malur,K Gopalappa,0,5000,,Secondary Education,7th Standard,Kolar,Business,Housewife,Business / Entrepreneurship,Education / Academia,55,M,INCP,1291,0.800064451357816,GEN
1757,Malur,NOTA,,,,,,,,,,,,,NOTA,696,0.431328317695616,GEN
1758,Malur,Amaranatha K,0,430000,50000,Secondary Education,SSLC,Kolar,Labour,Housewife,Cound't Classify,Education / Academia,54,M,ABHM,454,0.281354965853174,GEN
1759,Malur,B.M.Manjunatha,0,181500,,Secondary Education,"SSLC, Chikkakuntkur Govt School, Year 1998",Kolar,Agriculture,House Maker,Agriculture / Farming,Cound't Classify,36,M,IND,439,0.272059096937321,GEN
1760,Malur,Srinivas N,1,6691338,1213000,Postgraduates,"MBA RC College Of Commerce And Management Bangalore University 2010-12, MCOM KSOU Mysore Open university 200-12 l",Kolar,Not Given,Own Business,Cound't Classify,Business / Entrepreneurship,30,M,IND,232,0.143776105898538,GEN
1761,Malur,Ravikumar (M.G.R),,,,,,,,,,,46,M,APOI,232,0.143776105898538,GEN
1762,Malur,Manjunath,0,136078,,Secondary Education,9th Std. Tekal Govt High School 1990,Kolar,Agriculture,Housewife,Agriculture / Farming,Education / Academia,43,M,IND,229,0.141916932115367,GEN
1763,Malur,N.Devananda Babu,1,10951500,,Graduates,"B.A FROM A.P.S COLLEGE N.R COLONY , BANGALORE UNIVERSITY YEAR 1972-75",Kolar,RETAIRED COMMERCIAL TAX GOVT. OFFICER,HOUSE WIFE,Engineering / Technology,Not Given,67,M,IND,207,0.128282991038782,GEN
1764,Malur,H.M Krishnaiah Shetty,0,1130000,,Primary Education,6th Standard Government Middle School Udhukula Village Bangarapete Tq 1982,Kolar,Agriculture,Horse Maker And Crusher Business and Agriculture,Agriculture / Farming,"Business / Entrepreneurship, Agriculture / Farming",44,M,IND,149,0.0923389645641476,GEN
1765,Malur,C Thammappa,0,920000,,Secondary Education,SSLC,Kolar,Social Service,Housewife,Social Work / Activism,Education / Academia,57,M,SP,105,0.0650710824109765,GEN
1766,Mandya,M Srinivasa,1,28726116,1027067,Graduates,"L.L.B From Mysore University Year 1974, B.S.C From Mysore University Year 1974",Mandya,Lawyer,House wife and Lawyer,Law / Judiciary,"Law / Judiciary, Not Given",69,M,JD(S),69421,41.9901165568842,GEN
1767,Mandya,P Ravikumar,1,490804522,179958697,Postgraduates,PUC From Bangalore University In 2006 LLB From Sheshadripurm Law College Bangalore In 2006,Mandya,Business,Not Given,Business / Entrepreneurship,Cound't Classify,38,M,INC,47813,28.9202610583873,GEN
1768,Mandya,N Shivanna,0,4400000,4500000,Postgraduates,"M.A ,Year -2006 ,Open University ,Mysore",Mandya,Agriculturalist And Rice Storage,Housewife,Agriculture / Farming,Education / Academia,57,M,BJP,32064,19.3942913135785,GEN
1769,Mandya,Dr S C Shankaregowda,0,11060001,,Postgraduates,"MBBS AND DVD KASTURIB MEDICAL MANGALUR,MYSORE UNIVERSITY 1974-1979",Mandya,BUSINESS AND DOCTOR,HOUSE WIFE,"Business / Entrepreneurship, Medicine / Healthcare",Not Given,63,M,IND,10564,6.38976089809891,GEN
1770,Mandya,H C Shivaramu,0,8422000,1351000,Higher Secondary Education,2nd PUC 19 8 1982,Mandya,Agriculture And Journalism,Agriculture,"Agriculture / Farming, Media / Journalism",Agriculture / Farming,56,M,IND,1814,1.0972194499386,GEN
1771,Mandya,NOTA,,,,,,,,,,,,,NOTA,1008,0.609700774828068,GEN
