,constituency,name,party,age,cases,assets,liabilities,education_category,education,district,self_profession,spouse_profession,self_profession_category,spouse_profession_category
1229,Chamundeshwari,M. Madesha,Samanya Janatha Party (Loktantrik),42.0,0.0,240000.0,201000.0,Higher Secondary Education,"PUC Padavipurvaka College,Mandya-1994-95",Mysore,Social Services,House Wife,Social Work / Activism,Cound't Classify
1230,Bellary City,M. Jayaramulu,All India Mahila Empowerment Party,44.0,0.0,700095.0,290000.0,Secondary Education,"8th Pass, ZPH School Rocketla Village, Uravakonda Taluk, Ananthpura Dist, Andra Pradesh, Year-1986",Bellary,Business,Housewife,Business / Entrepreneurship,Education / Academia
1231,Hungund,M. Shashikumar Halepadi,IND,43.0,0.0,29996000.0,3000000.0,Primary Education,"7th Std,Govt Higher Primary School",Bagalkot,"Agriculture,Contractor",Housewife,Agriculture / Farming,Education / Academia
1232,Basavanagudi,M.Boregowda,INC,66.0,0.0,111950120.0,4756986.0,Unknown,Unknown,B.B.M.P(South),Business,Business,Business / Entrepreneurship,Business / Entrepreneurship
1233,T.Narasipur,M. Kumara Kranthi,IND,36.0,0.0,4057000.0,,Higher Secondary Education,"2ND PUC PASSED OUT IN ,GOVT.PRE-UNIVERSITY COLLEGE ,BANNURU,SANTHEMALA,BATCH - 1999",Mysore,Social Service,Housewife,Social Work / Activism,Education / Academia
1234,Chamaraja,M. Somashekar,Bhaarateeya Janashakthi Congress,39.0,0.0,6180000.0,,Higher Secondary Education,PUC-IInd From Maharaja's PU College in 1997,Mysore,Business,Not Given,Business / Entrepreneurship,Cound't Classify
1235,Puttur,M. Sheshappa Rao (M. S. Rao),Samanya Janatha Party (Loktantrik),72.0,0.0,3022850.0,50000.0,Primary Education,5TH PASS KODAGU DIST MADAPURA GOVERNMENT SCHOOL 1958-59,Dakshina Kannada,SOCIAL WORKER,House Wife,Social Work / Activism,Cound't Classify
1236,Magadi,M.C.Hanumantharaj,BJP,60.0,0.0,40086813.0,15820186.0,Graduates,B.Sc. V.V.Puram College 1980-81,Ramanagaram,Real Estate Consultant Devloper,House wife,Construction / Real Estate,Not Given
1237,Jagalur,M.B.Hanumanthappa,IND,63.0,0.0,3000000.0,240000.0,Higher Secondary Education,PUC Nalandha PU College Jagaluru,Davangere,Retired Govt Officer(Assistant),Household work,Not Given,Not Given
1238,Chintamani,M. Sudhakar,IND,52.0,0.0,343200.0,,Primary Education,"7th Pass, Govt High Boys primary School, Chintamani Nagar, Chikkaballapura Dist",Chikkaballapur,AGRICULTURE,HOUSEWIFE,Agriculture / Farming,Not Given
1239,Holalkere,M.Durugeshappa,IND,50.0,0.0,287400.0,57000.0,Primary Education,4th Class,Chitradurga,Wage Work,Housewife Wage,Not Given,Unknown
1240,Holalkere,M.H.Shashidhar,KPJP,35.0,0.0,2198500.0,720000.0,Diploma Holders,"Diploma computers Science And Engineering From S.J.M Polytechnique,Chitradurga",Chitradurga,Business-(Computer Class),Housewife,Business / Entrepreneurship,Education / Academia
1241,Bellary City,M.M. Ananda Kumar,IND,52.0,0.0,550807.0,,Unknown,Unknown,Bellary,Wages,Housewife,Cound't Classify,Education / Academia
1242,Holalkere,M.Hanumakka,IND,57.0,0.0,5145917.0,1850000.0,Higher Secondary Education,"2nd PUC From Govt Arts College ,Chitradurga, In 1980",Chitradurga,Agriculture,Government Employee,Agriculture / Farming,Politics / Public Service
1243,Malavalli,M.Krishnamurthy,Bharatiya Rashtriya Mahila Sarvodaya Congress,37.0,0.0,843232.0,50000.0,Postgraduates,M.A From Karnataka Satate Muktha University in The Year-2007,Mandya,Computer Teacher in Private Institute,House Wife,Education / Academia,Cound't Classify
1244,Chitradurga,M.Kiran,IND,32.0,1.0,1543000.0,,Graduates,B E (CS) S.J.M.I.T COLLEGE CHITRADURGA 2010-11,Chitradurga,SOCIAL WORKER,House Wife,Social Work / Activism,Cound't Classify
1245,Davanagere North,M.Hanumanthappa,IND,67.0,0.0,30021000.0,150000.0,Graduates,"BA ,Govt First Grade college,Chitradurga. Year-1971-72",Davangere,Agriculturist,Housewife,Agriculture / Farming,Education / Academia
1246,Chamaraja,M.K. Prashantha,KPJP,44.0,0.0,1019650.0,86300.0,Graduates,"BA from Maharaja College,Mysore-1996",Mysore,"Attender,JSS Maha peetha,Mysore",Garments Factory Overseers,Cound't Classify,"Business / Entrepreneurship, Hospitality / Tourism"
1247,Sindhanur,M.M.Ananda Kumar,IND,52.0,0.0,551350.0,,Unknown,Unknown,Raichur,Labour,Housewife,Cound't Classify,Education / Academia
1248,Chamundeshwari,M.Manju,IND,41.0,0.0,120000.0,,Primary Education,6th Std,Mysore,Auto Driver,House Wife,Unknown,Cound't Classify
1249,Narasimharaja,M.Madhu,IND,29.0,0.0,51974.0,80000.0,Secondary Education,"9th Standard in Maharaja Govt. School and Pre College, J.L.B Road, Mysore.",Mysore,Auto Driver,unmarried,Unknown,Cound't Classify
1250,Magadi,M.G.Jayananda Swamy,IND,72.0,3.0,242237.0,,Postgraduates,"B.A. From Govt. Science College, Bangalore University, Year-1970 B.ED. From Sharda Vilas College, Mysore University, Year-1977, LLB(Not Completed) From Havanur Law College, Bangalore University, Year-1989",Ramanagaram,Journalist,House Wife,Media / Journalism,Cound't Classify
1251,Chamundeshwari,M.M.Maheshgowda,IND,47.0,0.0,2259999.0,650000.0,Secondary Education,10th Class in Govt.High School. KR Nagar -1985-86,Mysore,Agriculturist,Agriculturist,Agriculture / Farming,Agriculture / Farming
1252,Anekal,M.Muniyallamma,Republican Sena,47.0,0.0,7060000.0,,Secondary Education,"Has Completed SSLC in A. S. B School Anekal, Bengaluru, Karnataka",Bangalore Urban,Agriculturist,Not Given,Agriculture / Farming,Cound't Classify
1253,Malavalli,M.Nanjappa,IND,70.0,0.0,32000.0,3900.0,Postgraduates,Diploma In Civil K.R.pete In the Year-1967-68 and B.E In Civil From and Tumkur S.I.T In the Year 1974-75.,Mandya,Retired Main Engineer,House Wife,Engineering / Technology,Cound't Classify
1254,Belur,M.N. Keerthana,INC,52.0,0.0,172157976.0,2090000.0,Secondary Education,SSLC st. joseph convent sakaleshpur,Hassan,Housewife,Not Given,Education / Academia,Cound't Classify
1255,Mudigere,M.P.Kumaraswamy,BJP,55.0,4.0,10616700.0,1515522.0,Graduates,"Mysore University,batch-1992",Chikmagalur,"Agriculturist ,Business",Irrigation,"Business / Entrepreneurship, Agriculture / Farming",Agriculture / Farming
1256,Turuvekere,M.Narayan Gowda,IND,40.0,0.0,73690440.0,2027575.0,Primary Education,"HEPS, Govt PU collage, Nelamangala. year 1995-96",Tumkur,Agriculture,Agriculture and housewife,Agriculture / Farming,Agriculture / Farming
1257,Shimoga,M.Ramesh,Republican Sena,58.0,0.0,4710000.0,2400000.0,Postgraduates,"B.A, .L.L.B",Shimoga,Lawyer,Not Given,Law / Judiciary,Cound't Classify
1258,Jayanagar,M.P Nanjesh Kumar,IND,43.0,0.0,304000.0,,Graduates,"B.COM, PUC BANGLORE UNIVERSITY 1997",B.B.M.P(South),self employee,Housewife,Business / Entrepreneurship,Education / Academia
1259,Shimoga,M.Samiulla,Namma Congress,58.0,0.0,3351276.0,,Higher Secondary Education,7th Standard Govt Urdu High school Shirlakopa 1976-77,Shimoga,Contractor,Housewife,Consulting / Advisory,Education / Academia
1260,Chickpet,M.Srinivasa Murthy,IND,43.0,0.0,1000521.0,,Secondary Education,"SSLC Passed from Hombegowda Boys High School, Wilson Garden, Bangalore 560030",B.B.M.P(Central),Event Organiser,House Wife,Arts / Entertainment,Cound't Classify
1261,Udupi,Madhukara Mudradi,SHS,43.0,0.0,12980000.0,1307000.0,Postgraduates,M.A (Kannada) Mysore University,Udupi,Self Business Travels,Service Bank Employee,"Business / Entrepreneurship, Transportation / Logistics",Banking / Finance
1262,Kanakapura,Madaiah K Y,IND,25.0,0.0,51000.0,,Graduates,BA J F J C COLLEGE KANKAPURA BANGALORE UNIVERSITY IN 2012-2015,Ramanagaram,Agriculture,Not Given,Agriculture / Farming,Cound't Classify
1263,Turuvekere,M.T. Krishnappa,JD(S),66.0,1.0,33632152.0,1800000.0,Graduates,"B.com, Bangalore university. year 1974",Tumkur,Agriculture,Housewife,Agriculture / Farming,Education / Academia
1264,Madhugiri,M.V. Veerabhadraiah,JD(S),63.0,0.0,373924939.0,216824192.0,Graduates,Has done Bachelors degree in political science from Bangalore University in 1976-78.,Tumkur,Retired Govt. employee,Homemaker,Politics / Public Service,Not Given
1265,Karwar,Madhav Babu Nayak,NCP,53.0,3.0,24361489.0,12966000.0,Secondary Education,SSLC From Karnataka Secondary Education Board Bengaluru,Uttara Kannada,Class-1P.W.D.Contractor Agriculture,House Wife Agriculture,"Law Enforcement / Security, Agriculture / Farming",Agriculture / Farming
1266,Bellary City,Madhusudana. P.,IND,38.0,0.0,250000.0,,Secondary Education,"10th Pass,",Bellary,Social Work And Self Employment,Housewife,Social Work / Activism,Education / Academia
1267,Bommanahalli,Madhusudhan Reddy,Jai Bharath Jena Sena Party,35.0,0.0,83104500.0,4070000.0,Graduates,"B.A Graduate From Junior College, Kadari",B.B.M.P(South),OWN Business,House Wife,Business / Entrepreneurship,Cound't Classify
1268,Mangalore City South,Madan M.C.,IND,32.0,0.0,5367005.0,1060000.0,Postgraduates,M.B.A From SiKkim Manipal University In 2006-2008,Dakshina Kannada,Social service,Not Given,Social Work / Activism,Cound't Classify
1269,Malleshwaram,Madhusudhan N,JD(S),36.0,1.0,33832047.0,3900000.0,Postgraduates,"B.A.,L.L.B, Banglore University KLE Law College 2013",B.B.M.P(North),Advocate,House wife,Law / Judiciary,Not Given
1270,Navalgund,Mabusab Rajesab Dharwad,Hindustan Janta Party,40.0,0.0,4115000.0,1265000.0,Secondary Education,sslc model high school navalagund in the year 1992-93,Dharwad,AGRICULTURE,House Wife,Agriculture / Farming,Cound't Classify
1271,Varuna,Madhukumara M,IND,26.0,0.0,240000.0,,Graduates,"B.A from Maharaja College, Mysore. Year 2015",Mysore,Not Given,Not Given,Cound't Classify,Cound't Classify
1272,Pavagada,Madletappa,IND,46.0,0.0,201000.0,,Secondary Education,SSLC from Bapuji High School Pavgada Year 1994,Tumkur,Chicken Fram,House wife,Agriculture / Farming,Not Given
1273,Belgaum Uttar,Magadum Gousmohiuddin Ismailmagadum,IND,57.0,1.0,2513569.0,281000.0,Secondary Education,"SSLC Pass in the Year 1977, Junnedia High School, Kudchi",Belgaum,"Agriculture , social, RTI Human Rights Activist",House Wife Social Activist,"Agriculture / Farming, Social Work / Activism, Unknown","Not Given, Social Work / Activism"
1274,Hangal,Mahaboobali Saggumanavar,IND,31.0,0.0,2923789.0,120000.0,Secondary Education,Shri Jagadguru Murgappa Rajendra Vidya Peeta from 2006-07,Haveri,Self Employee Business,Not Given,Business / Entrepreneurship,Cound't Classify
1275,Raichur,Mahadev,IND,29.0,0.0,36423.0,,Primary Education,"Completed 7th Class at Govt School, Jagir Jadaladinni Village, in 2008-2009.",Raichur,Private Job,Not Given,Information Technology,Cound't Classify
1276,Kalghatgi,Mahaboobsab Madarasab Makanadar,IND,58.0,0.0,4294000.0,,Secondary Education,Passed SSLC In The Year 1980,Dharwad,Agriculture And Social Work,Household work,"Agriculture / Farming, Social Work / Activism",Not Given
1277,Shiggaon,Mahabubakhan Pathan,IND,53.0,0.0,22235000.0,5000000.0,Primary Education,"7th Pass, Govt.K.G. School, Hirebendigere. Year 1977",Haveri,Business Agriculture,House Wife,"Business / Entrepreneurship, Agriculture / Farming",Cound't Classify
1278,Gadag,Mahaboobsab R Sompur,BSP,63.0,0.0,16370000.0,2500000.0,Secondary Education,Government High School Talakal Year 1973-74,Gadag,AGRICULTURE AND SOCIAL SERVICE,house wife,"Agriculture / Farming, Social Work / Activism",Not Given
1279,Khanapur,Mahadev Shindolkar,IND,53.0,0.0,17261750.0,90000.0,Primary Education,9th std,Belgaum,Agriculture,House wife,Agriculture / Farming,Not Given
1280,Varuna,Mahadevamurthy M,IND,32.0,0.0,11047.0,,Doctorates,P.H.D Degree,Mysore,Not Given,Not Given,Cound't Classify,Cound't Classify
1281,Mangalore City South,Mahammad Khalid,IND,44.0,0.0,576761.0,,Unknown,Unknown,Dakshina Kannada,Commission Agent Broker,House Wife,Business / Entrepreneurship,Cound't Classify
1282,Periyapatna,Mahadeva Swamy,JD(U),43.0,0.0,5523637.0,,Postgraduates,"B.A.M.S FROM J S S MEDICAL COLLEGE ,MYSORE PASSING YEAR 2003",Mysore,X-Ray Doctor and social work,Govt Doctor,"Medicine / Healthcare, Social Work / Activism",Medicine / Healthcare
1283,Babaleshwar,Mahadevi Dharmappa Natikar,IND,49.0,0.0,33102000.0,1200000.0,Primary Education,8th pass in 1985 from Govt. Kannada boys school Sharanasomanaala Basavana Bagevadi Taluk,Bijapur,House wife and Agriculture,Retired Employee,"Agriculture / Farming, Not Given",Not Given
1284,Belgaum Rural,Mahamadrafik Mulla,IND,50.0,0.0,312000.0,18000.0,Secondary Education,R.E.S.HIGH SCHOOL SAMPGAAVA 1982-83,Belgaum,Business,housewife,Business / Entrepreneurship,Not Given
1285,Kudligi,Mahadevappa,IND,51.0,0.0,140000.0,,Secondary Education,8TH FROM SHREE CHOWDESHWARI HIGH SCHOOL HARKABHAVI KUDLIGI TALUK 1986-87,Bellary,Agriculture,Agriculture,Agriculture / Farming,Agriculture / Farming
1286,Belgaum Dakshin,Mahantesh B.Ranagattimath,All India Mahila Empowerment Party,47.0,0.0,277000.0,,Secondary Education,SSLC from G.A. Higher Secondary School Saundatti in 1986,Belgaum,Social Service,House Wife,Social Work / Activism,Cound't Classify
1287,Ramdurg,Mahadevappa Shivalingappa Yadawad,BJP,65.0,0.0,31634861.0,6211280.0,Secondary Education,7th Pass From Bhatakurki Govrnament School 1966,Belgaum,Agriculture,House Wife,Agriculture / Farming,Cound't Classify
1288,Hubli-Dharwad Central,Mahadevswami M,RPI(A),61.0,0.0,2740000.0,1100000.0,Secondary Education,10 TH PASS PATHIMA HIGH SCHOOL KESHWAPURA INTHE YEAR 1975,Dharwad,Retired RAILWAY PENSIONER,House Wife,Cound't Classify,Cound't Classify
1289,Bailhongal,Mahadev Somappa Karabasannavar,IND,48.0,0.0,1280000.0,150000.0,Secondary Education,"SSLC High School, Hossur Taluk -1983",Belgaum,Agriculturist,House Wife,Agriculture / Farming,Cound't Classify
1290,Kittur,Mahantesh Krishna Hotakar,Indian New Congress Party,48.0,0.0,3107055.0,,Primary Education,"8th Class,Shur Sangoli Rayyana Primary School ,Year-1989",Belgaum,Not Given,Not Given,Cound't Classify,Cound't Classify
1291,Raybag,Mahavir Laxman Mohite,IND,52.0,0.0,25670000.0,8500000.0,Secondary Education,"SSLC, S.K.High school 1985",Belgaum,Contractore,Anganavadi teacher,Unknown,Education / Academia
1292,Raichur,Mahanthesh Patil,JD(S),54.0,0.0,32392942.0,5570968.0,Graduates,BA from LVD College Raichur Year 1984-85,Raichur,Agriculture and Z. P. Member,Agriculture and House wife,Agriculture / Farming,"Agriculture / Farming, Not Given"
1293,Saundatti Yellamma,Mahesh Gurappa Angadi,NCP,43.0,0.0,1255000.0,100000.0,Postgraduates,"BA,LLB,Hurakadli,Ajjala College,2012-13",Belgaum,Agriculture and Lawyer,Not Given,"Law / Judiciary, Agriculture / Farming",Cound't Classify
1294,Bijapur City,Mahesh Mahadev Jadhav,SHS,38.0,0.0,1844626.0,,Primary Education,SSB School Bijjapur 1995-96,Bijapur,Watch Mechanic,house wife,Religion / Spirituality,Not Given
1295,Athani,Mahaveer Dasharath Manoji,All India Mahila Empowerment Party,45.0,0.0,171000.0,,Postgraduates,"BA, LLB, R L Law College Belagavi-2010",Belgaum,Lawyer,Not Given,Law / Judiciary,Cound't Classify
1296,Hirekerur,Mahadevappa Malammanavar,All India Mahila Empowerment Party,50.0,0.0,971350.0,900000.0,Higher Secondary Education,"9th std,Sangameshwara High School,Hirekerur Tal.",Haveri,Social Worker and Business,Housewife,"Social Work / Activism, Business / Entrepreneurship",Education / Academia
1297,T.Narasipur,Mahadevaswamy M.,SP,51.0,0.0,6659115.0,475000.0,Graduates,"B.A from Govt. Arts College Bangalore, Bangalore University 1992-93",Mysore,"Politican, Agriculture and Assistant Contractor",House wife,"Politics / Public Service, Agriculture / Farming",Not Given
1298,Raichur,Mahebub,Aam Aadmi Party,36.0,0.0,1305000.0,400000.0,Secondary Education,SSLC SARKARI GOVT SCHOOL SERVAR TALUK MANVI DATE-1999-2000,Raichur,Business,House wife,Business / Entrepreneurship,Not Given
1299,Melukote,Mahesh,All India Mahila Empowerment Party,38.0,0.0,765000.0,,Postgraduates,LLB PES COLLEGE 2004 AND B.COM S.B.COLLEGE SAGARA-2001,Mandya,LAWYER,TAILORING,Law / Judiciary,Construction / Real Estate
1300,Shiggaon,Mainuddin Katib,All India Mahila Empowerment Party,28.0,0.0,6335000.0,2000.0,Postgraduates,Msc in CS.,Haveri,Software Engineer,House Wife,Information Technology,Cound't Classify
1301,Maddur,Mahesh S,IND,40.0,0.0,27900000.0,107000.0,Graduates,"1 st to 7 th highe t gvt school,8 th 10 th Bharthi school barathi nagara, 2nd puc in Sanje colleg mandya,BA in Barathi college bharthi nagara",Mandya,business,house wife,Business / Entrepreneurship,Not Given
1302,Channagiri,Mahima J Patel,JD(U),57.0,0.0,124899098.0,12291045.0,Graduates,"Has completed BE(E C) in SIT, Tumkur from Bangalore University(1982).",Davangere,Agriculture,Homemaker,Agriculture / Farming,Not Given
1303,Hiriyur,Mahesh R,Bharatiya Rashtriya Mahila Sarvodaya Congress,42.0,0.0,110000.0,90000.0,Secondary Education,8TH FROM JUNIOR COLLEGE HIRYUR 1991-92,Chitradurga,labour,House Wife,Cound't Classify,Cound't Classify
1304,Hubli-Dharwad Central,Mahesh Nalwad,INC,54.0,0.0,95540892.0,29878944.0,Doctorates,"MD.MBBS , M.R.Medical College At Gulbarga 1991",Dharwad,Medical Practice,Administrator at Nalwad Hospital,Medicine / Healthcare,Medicine / Healthcare
1305,Melukote,Mahesha,Jana Samanyara Party (Karnataka),34.0,0.0,235000.0,,Secondary Education,7 TH Standard Government High School Kyathanahalli,Mandya,Small business,Tailor,Business / Entrepreneurship,Arts / Entertainment
1306,Maddur,Maheshkumar P. S.,IND,34.0,0.0,1091620.0,55000.0,Graduates,"he completed 10th in Govt high school,Chandapura, Puc in Bharathi College K M Doddi , BA Graduate in govt college Bhachanahalli Malavalli Taluk, and finished law in K N Nagegowda College in 2009 from Mysore University",Mandya,Lawyer,Homemaker,Law / Judiciary,Not Given
1307,Udupi,Mahesha Thadekallu,IND,29.0,0.0,110000.0,342000.0,Graduates,BACHELOR OF COMMERCE SMS COLLEGE BRAMHAVARA UDUPI MANGALORE UNIVERSITY 2010,Udupi,BUSINESS,Not Given,Business / Entrepreneurship,Cound't Classify
1308,Chamaraja,Majeed Ahmed,IND,46.0,0.0,266000.0,,Primary Education,"7th Pass in AHP School, Near Central Police Station, Mysore-1948-49",Mysore,SOCIAL WORKERS,OWN BUSINESS,Social Work / Activism,Business / Entrepreneurship
1309,Karkal,Maksood Ahamed,All India Mahila Empowerment Party,35.0,0.0,2297100.0,,Higher Secondary Education,12th Pass.,Udupi,Small private Business,Housewife,Business / Entrepreneurship,Education / Academia
1310,Hubli-Dharwad Central,Makabulahmad Kusanur,IND,45.0,0.0,1433364.0,640510.0,Secondary Education,"7th Class,Sri Swami Vivekananda Primary School,Year-1988",Dharwad,Tiles Contacter and Social Service,Housewife,"Construction / Real Estate, Social Work / Activism",Education / Academia
1311,Hubli-Dharwad Central,Mahmadsadik Barudwale,IND,33.0,0.0,393042.0,412882.0,Secondary Education,"7 th Class,- Basale Machine Parkial Kannada Boys School,Hubli. Year-1998",Dharwad,Garage Work,Housewife,Transportation / Logistics,Education / Academia
1312,Hubli-Dharwad West,Maktumhuseni Sogalad,IND,33.0,2.0,2050000.0,750000.0,Primary Education,"7th Pass From Gandhi Hindi High School, Dharwad",Dharwad,Business,House wife,Business / Entrepreneurship,Not Given
1313,Hagaribommanahalli,Malamma,CPI(M),43.0,0.0,1538600.0,,Primary Education,5th pass,Bellary,Wage,Agriculture,Unknown,Agriculture / Farming
1314,Gulbarga Dakshin,Malappa,Indian New Congress Party,61.0,0.0,27771000.0,400000.0,Graduates,"Gulbarga University , Kalburgi",Gulbarga,Social Worker,Home Maker,Social Work / Activism,Not Given
1315,Terdal,Malakappa Kallappa Saptsagr,Janahitha Paksha,31.0,0.0,25500.0,,Graduates,"B.A from Karnatak College, Dharward Year 2011, BEd from Karnataka University, Dharward Year 2012",Bagalkot,Chicken Farm,House wife,Agriculture / Farming,Not Given
1316,Jamkhandi,Malagundi Gurappa Nandeppa,IND,75.0,0.0,35402316.0,,Graduates,B Sc From BLD College And MPED Teaching Course From Aurangabad University,Bagalkot,Retired Govt Officer,Household Work,Politics / Public Service,Unknown
1317,Chamaraja,Malavika Gubbi Vani,Aam Aadmi Party,44.0,0.0,157238256.0,1745000.0,Graduates,"BE in Computer Science Engg, University of Mysore 1995",Mysore,Social Political Activist,Manager in Software Services Multi National,Social Work / Activism,Information Technology
1318,Afzalpur,Malikayya Guttedar,BJP,62.0,0.0,63697748.0,1000000.0,Graduates,B.Come From S.B. College Kalaburagi In 1979,Gulbarga,Social Works,House Wife,Social Work / Activism,Cound't Classify
1319,Chamaraja,Malini .R,IND,45.0,0.0,7654250.0,1600000.0,Graduates,"B.Sc. Kalpakaru College, Tiptur-1991-94",Mysore,Social Services,Private Institute,Social Work / Activism,Education / Academia
1320,Babaleshwar,Mallanagoud Basanagoud Patil,INC,53.0,0.0,1048905747.0,457789220.0,Graduates,"Completed B.E(Civil Engineering) in B. L. D. E Organisation, V.P.D.P.G Halakatti College Of Engineering and Technology, vijayapura, 'Karnataka University, Dharwad'.(1990)",Bijapur,Agriculturist,Housewife and Agriculturist,Agriculture / Farming,Agriculture / Farming
1321,Sindgi,Mallappa Channaveerappa Managuli,JD(S),82.0,0.0,67370015.0,8803986.0,Secondary Education,SSLC HG high school sindgi year 1956,Bijapur,"Social worker,Agriculture,Business",Agriculture Business,"Social Work / Activism, Agriculture / Farming, Business / Entrepreneurship","Agriculture / Farming, Business / Entrepreneurship"
1322,Hukkeri,Mallikarjun Babagoud Patil,JD(S),63.0,0.0,60066767.0,,Graduates,"BE Civil in BVB College of Engineering, Hubli, Darward University-1976",Belgaum,Agriculture Social Service,Agriculturist Owner House Wife,"Social Work / Activism, Agriculture / Farming",Agriculture / Farming
1323,Krishnarajanagara,Mallesh,IND,45.0,0.0,30000.0,,Secondary Education,"SSLC,Govt High School,Dornahalli Village,KR Nagara",Mysore,Artist,Housewife,Arts / Entertainment,Education / Academia
1324,Bidar,Mallappa,IND,30.0,0.0,1218000.0,,Unknown,SSLC fail,Bidar,Social worker,House wife,Social Work / Activism,Not Given
1325,Doddaballapur,Mallesh M,Federal Congress of India,33.0,0.0,13420700.0,4900000.0,Higher Secondary Education,PUC P.K.B pre university college marasandra bangalore north tq (2002-2003),Bangalore Rural,Managing directors of mahapavana homes india pvt ltd bangalore,Housewife,Business / Entrepreneurship,Education / Academia
1326,Hunsur,Mallesh,Bharatiya Republican Paksha,57.0,0.0,592000.0,,Graduates,"B.A From Govt. First Grade College, Hunasuru Year 1983-84 LLb From Vidyavarthaka College, Mysore Year 1986-87",Mysore,Social Worker,House wife,Social Work / Activism,Not Given
1327,Sindgi,Mallanna Ningappa Sali,INC,62.0,0.0,7838608.0,584370.0,Primary Education,"Has Completed 7th standard in Govt. High School,Boragi(1968), Department of Public Education, Bengaluru.",Bijapur,Tenacity,Housewife,Cound't Classify,Education / Academia
1328,Ron,Mallikarjun Hadapad,CPI(M),37.0,0.0,3120000.0,800000.0,Graduates,B S S GOVT 1ST GRADE COLLEGE GAJENDRAGAD L L B S A MANVI COLLEGE GADAG UNDER THE KARNATAKA IN UNIVERSITY LLB 2007,Gadag,LAWYER,HOUSEWIFE,Law / Judiciary,Not Given
1329,Krishnaraja,Mallesh K V,JD(S),51.0,0.0,37956.0,,Higher Secondary Education,"PUC From Panchlingeshwara School, Kergoud, Mandya Taluk, Dist. Mandya, Year-1979-81",Mysore,Social Worker,Not Given,Social Work / Activism,Cound't Classify
1330,Basavana Bagevadi,Mallikarjun Bhimappa Kenganal,Swaraj India,46.0,0.0,26017000.0,164600.0,Diploma Holders,"Diploma In Mechanical engineering-Board Of Technical,Bengaluru,Reg No 0237573,Oct-Nov 1991 and CV Charantimata Rural Polytechnic,Hangunda",Bijapur,Own Business,Housewife,Business / Entrepreneurship,Education / Academia
1331,Gadag,Mallikarjun Basappa Desai,Rani Chennamma Party,70.0,0.0,225000.0,,Secondary Education,9th pass Nagar sabe High School Gadag,Gadag,Self Employee,Not Given,Unknown,Cound't Classify
1332,Basavakalyan,Mallikarjun Khuba,BJP,41.0,0.0,150543212.0,27929300.0,Secondary Education,"SSLC From Shri Basaveshwar High School, Basavakalyan in the year 1993",Bidar,Social Service Business,House Hold,"Business / Entrepreneurship, Social Work / Activism",Cound't Classify
1333,Hubli-Dharwad Central,Mallikarjun Koravi,JD(S),49.0,0.0,67857173.0,6189160.0,Graduates,B.Come From JG college of commerce hubbali-1989,Dharwad,Horticulture Business,Horticulture House wife,"Agriculture / Farming, Business / Entrepreneurship",Medicine / Healthcare
1334,Shirahatti,Mallikarjun Yallappa Doddamani,All India Mahila Empowerment Party,26.0,0.0,616575.0,,Higher Secondary Education,PUC,Gadag,Agriculturist,Not Given,Agriculture / Farming,Cound't Classify
1335,Koppal,Mallikarjuna Nijagunappa Hadapad,IND,48.0,0.0,80000.0,,Unknown,Unknown,Koppal,BARBER,House wife,Cound't Classify,Not Given
1336,Vijay Nagar,Mallikarjuna. M,IND,37.0,0.0,55000.0,,Primary Education,"9th pass in Govt. School, Haleekote, Chamarajapete Bengalore-18 ,batch -1193-94",B.B.M.P(South),Private job,Not Given,Not Given,Cound't Classify
1337,Sindgi,Mallu Nagappa Pujari,IND,39.0,0.0,4140741.0,70000.0,Secondary Education,"Shri Sharan Basaveshwara High School, Malaghan.",Bijapur,Agriculture,Housewife,Agriculture / Farming,Education / Academia
1338,Bagalkot,Mallinath Irannayya Hiremath,Praja Parivartan Party,36.0,0.0,4635000.0,2946145.0,Postgraduates,"M.Sc, Computer Science, Basaveshwara Science Collage Bagalkote. Year 2006",Bagalkot,Lecturer,House wife,Education / Academia,Not Given
1339,Malleshwaram,Mallikarjun L S,Jana Samanyara Party (Karnataka),49.0,0.0,3933000.0,,Diploma Holders,"Engineering, Kuvempu University. 1995-96",B.B.M.P(North),"Engineering Consultancy, Social Fighter",Not Given,"Engineering / Technology, Social Work / Activism",Cound't Classify
1340,Lingsugur,Manappa D Vajjal,BJP,56.0,5.0,52452390.0,,Primary Education,6th grade no 1972 s.p.p school vjjala shorapur,Raichur,Social Service and agriculture,business and agriculture,"Social Work / Activism, Agriculture / Farming","Business / Entrepreneurship, Agriculture / Farming"
1341,Shimoga Rural,Mamatha Rani,IND,31.0,0.0,193000.0,,Doctorates,MA B.Ed -KSIU Mysore-2015,Shimoga,Tutor,Spoken Lecturer,Education / Academia,Arts / Entertainment
1342,Malleshwaram,Mandagere Ramakumar,Karunaadu Party,49.0,0.0,100000.0,,Secondary Education,"Has completed 10th in Hemavathi High School, Mandagere, K. R. Pete Taluk, Mandya District, and finished JOC couse(Accounts and auditing) in Navodaya Junior College, Channarayapatna Hassan District",B.B.M.P(North),Amateur journalist and writer,single not married yet,"Media / Journalism, Arts / Entertainment",Cound't Classify
1343,Krishnarajpet,Manjula,IND,65.0,1.0,1998000.0,60000.0,Higher Secondary Education,"PUC From Malladihalli, NMTHS School",Mandya,House Wife,Not Given,Cound't Classify,Cound't Classify
