,constituency,name,party,age,cases,assets,liabilities,education_category,education,district,self_profession,spouse_profession,self_profession_category,spouse_profession_category
1548,Kittur,Mahantesh Krishna Hotakar,IND,42.0,0.0,950526.0,30000.0,Primary Education,8th std 1987 mj high school.billamangala,Belgaum,painter,House wife,Arts / Entertainment,Not Given
1549,Sindgi,Mahantesh Bhimanna Naikodi,IND,30.0,0.0,255500.0,,Primary Education,"7th std,govt school,sindgi",Bijapur,business,house wife,Business / Entrepreneurship,Not Given
1550,Badami,Mahantesh Mamadapur,JD(S),46.0,0.0,67913500.0,11295000.0,Higher Secondary Education,2ND PUC FROM BADAMI,Bagalkot,Agriculturist,Housewife,Agriculture / Farming,Education / Academia
1551,Bijapur City,Mahammadrafiq Rajesab Gurikar,SDPI,42.0,0.0,305000.0,,Diploma Holders,"D.M.L..T, exam in 1992, Cikkyab college, bijapur",Bijapur,social service,House wife,Social Work / Activism,Not Given
1552,Kudachi,Mahendra Tammannavar,BJP,34.0,0.0,41094918.0,707550.0,Graduates,Karnataka college Darawada karnataka univercity darawada 2002,Belgaum,Agriculture and social service,no,"Agriculture / Farming, Social Work / Activism",Cound't Classify
1553,Kolar,Mahar Pasha,SP,45.0,0.0,10000.0,,Secondary Education,"SSLC,Al ameen anjuman school1982",Kolar,small business,Not Given,Business / Entrepreneurship,Cound't Classify
1554,Belgaum Uttar,Mahendra D Deshpande,BSP,55.0,0.0,59253000.0,700000.0,Postgraduates,LL.B. (spl) from RLS Collage Karnataka University 2003,Belgaum,Business,House wife,Business / Entrepreneurship,Not Given
1555,Sarvagnanagar,Mahboob Shariff,SDPI,54.0,3.0,4226663.0,,Secondary Education,S.S.L.C. Sacred hearts state board in 1977,B.B.M.P(North),chiropodist(foot specialist),house wife,Medicine / Healthcare,Not Given
1556,Chittapur,Mahesh Kashi,IND,29.0,0.0,10000.0,,Graduates,"B.A, Gulbarga university, gulbarga2007-2008",Gulbarga,private work,house wife,Not Given,Not Given
1557,Kittur,Mahesh Ningappa Hudali,IND,40.0,0.0,10109774.0,2800000.0,Postgraduates,BA LLB 1997 RL law college belgavi,Belgaum,business,govt job,Business / Entrepreneurship,Politics / Public Service
1558,Govindraj Nagar,Mahesh. R,IND,38.0,0.0,15256000.0,2850000.0,Graduates,"BA LLB -july,1998 BANGALORE UNIVERSTY, law college, bangalore",B.B.M.P(South),LAWYER,COMPUTER MANAGEMENT,Law / Judiciary,Information Technology
1559,Bilgi,Mahesh Basappa Nandihal,IND,35.0,1.0,2244300.0,684000.0,Graduates,"BA,Rudra gouda patila college 1997-98",Bagalkot,class - 3 contractor,Not Given,Law Enforcement / Security,Cound't Classify
1560,Jevargi,Maheshkumar Rathod,CPI,37.0,0.0,514867.0,49850.0,Postgraduates,post graduate in Economics,Gulbarga,Social worker,"Assistant lecturer, Govt. college, kamalapura,",Social Work / Activism,Education / Academia
1561,Yellapur,Mahesh.M. Hoskoppa,KJP,46.0,0.0,3198657.0,32980.0,Secondary Education,SSLC IN 1983,Uttara Kannada,agriculturist,HOUSE WIFE,Agriculture / Farming,Not Given
1562,Athani,Mahesh Iranagaud Kumathalli,INC,51.0,0.0,94521471.0,100000.0,Graduates,KLE ENGINEERING COLLEGE BELGAVI,Belgaum,AGRICULTURE AND TRADE,HOUSE WIFE,"Business / Entrepreneurship, Agriculture / Farming",Not Given
1563,Hubli-Dharwad Central,Mahesh Nalwad,INC,49.0,0.0,47460845.0,11362000.0,Doctorates,"MBBS, MD. From M.R Medical Collage At Gulburga",Dharwad,Medical Practice,Administrator At Nalwad Hospotal,Medicine / Healthcare,Politics / Public Service
1564,Muddebihal,Mahiboob Shamsuddin Halli,IND,,0.0,913945.0,,Postgraduates,LLB SP nandi matha Law college bagalkote 2006,Bijapur,Lawyer,Not Given,Law / Judiciary,Cound't Classify
1565,Terdal,Maibubsab Mahmadsab Sangtras,IND,41.0,0.0,1300000.0,,Unknown,Unknown,Bagalkot,lawyer,house wife,Law / Judiciary,Not Given
1566,Varuna,Mahendra.S.D,BJP,48.0,0.0,7884304.0,,Technical/Professional Courses,Certificate Course in Physical Education (CPEd),Mysore,AGRICULTURIST AND BUSNESS,GOVT SCHOOL TEACHER,"Agriculture / Farming, Business / Entrepreneurship","Education / Academia, Politics / Public Service"
1567,Jamkhandi,Makabul Rajesab Sayyad,IND,61.0,0.0,1300000.0,,Postgraduates,M.A .LLB(spl),Bagalkot,Lawyer,House wife,Law / Judiciary,Not Given
1568,Chamaraja,Majeed Ahmed,IND,41.0,0.0,313000.0,,Secondary Education,"7th Std. at A.H.P.School,Near Behind Central Post,Mysore in 1985",Mysore,Mobile Shop Business,Housewife,Business / Entrepreneurship,Education / Academia
1569,Bijapur City,Makbul S Bagawan,INC,44.0,0.0,15796527.0,5002479.0,Doctorates,MBBS,Bijapur,Business,House Wife,Business / Entrepreneurship,Cound't Classify
1570,Yelahanka,Mahesh P.,BSRC,29.0,0.0,4500000.0,,Graduates,"B.A. at Yelhanka, Bangalore",Bangalore Urban,BUSINESS,HOUSE WIFE,Business / Entrepreneurship,Not Given
1571,Afzalpur,Malikayya Venkayya Guttedar,INC,57.0,0.0,38339261.0,2788010.0,Graduates,B.Com From S.B Collage Gulbarga In 1979,Gulbarga,Social Work,House Wife,Social Work / Activism,Cound't Classify
1572,Ron,Malaji Motilalasa Vasusa,SK,63.0,0.0,2200000.0,20000.0,Primary Education,"6th standard , Government higher primary school , gajendragad in 1962",Gadag,Daily labour,house wife,Cound't Classify,Not Given
1573,Muddebihal,Malakendragouda Patil,BJP,38.0,0.0,13836857.0,525000.0,Graduates,B.A. 2000,Bijapur,Farmer,HOUSE WIFE,Agriculture / Farming,Not Given
1574,Manvi,Mallappa Bangari,BSP,70.0,0.0,1767800.0,,Primary Education,6th std,Raichur,agriculture,House wife,Agriculture / Farming,Not Given
1575,Basavakalyan,Mallamma Biradar,IND,41.0,0.0,221000.0,,Unknown,Unknown,Bidar,social service and house hold,private service,"Social Work / Activism, Not Given",Arts / Entertainment
1576,Ron,Mallikarjun Kallappa Budihal,IND,37.0,0.0,12725461.0,1833637.0,Higher Secondary Education,"1st p.u.c, H.C.E.H college in gadag",Gadag,"Tours travels agencies, service station",house wife,"Hospitality / Tourism, Transportation / Logistics",Not Given
1577,Sindgi,Mallappa Channaveerappa Managuli,JD(S),76.0,0.0,68025142.0,11336649.0,Primary Education,"H.G. HIGH SCHOOL SINGADI, PASSED OUT IN 1956",Bijapur,BUSINESS AND FARMIN,FARMING AND HOUSE WIFE,"Business / Entrepreneurship, Agriculture / Farming","Agriculture / Farming, Not Given"
1578,Kanakapura,Mallikarjunaiah,BSP,37.0,0.0,2046000.0,,Secondary Education,"SSLC fail,sri c sharanachanappaswamy high school,lallagata,cannapatana taluk",Ramanagaram,agriculter,house wife,Agriculture / Farming,Not Given
1579,Bijapur City,Mallappa Hirappa Talawar,SUCI(C),33.0,0.0,500.0,,Postgraduates,"M.A.In Karnataka University Dharwad,2007-08",Bijapur,SOCIAL WORKER,no,Social Work / Activism,Cound't Classify
1580,Haveri,Mallappa Harijana,BJP,37.0,0.0,6729333.0,1480000.0,Doctorates,"M.A M. Phill, Phd Karnataka University Dharwad on 2008",Haveri,Business and Agriculture,"Junior Health Assistant in PHC, Hirebendigeri","Business / Entrepreneurship, Agriculture / Farming","Medicine / Healthcare, Education / Academia"
1581,Kudachi,Mallesh Ramappa Kasturi,BSP,42.0,0.0,1274218.0,,Postgraduates,"B.A, L.L.B(2002),R.L law college, Belagavi",Belgaum,Lawyer and social worker,not married,"Law / Judiciary, Social Work / Activism",Not Given
1582,Basavakalyan,Mallikarjun,NPP,,0.0,1335000.0,,Secondary Education,"9th pass,govt high school ,mantala",Bidar,agriculture,house wife,Agriculture / Farming,Not Given
1583,Chincholi,Mallikarjun Gajre,JD(S),48.0,0.0,6903492.0,18200000.0,Secondary Education,SSLC,Gulbarga,Business Man,House Wife,Business / Entrepreneurship,Cound't Classify
1584,Mayakonda,Mallikarjuna Swamy. K.M.,IND,61.0,0.0,3690000.0,960000.0,Postgraduates,"MSC,1975,bangalore university",Davangere,retired employee,Not Given,Cound't Classify,Cound't Classify
1585,Afzalpur,Mallappa. M. Solapur,IND,29.0,0.0,1021000.0,250000.0,Higher Secondary Education,"Govt. pre university college, afzalpur,2004",Gulbarga,Social worker,House wife,Social Work / Activism,Not Given
1586,Chitradurga,Mamatha. K.B.,SP,35.0,0.0,525000.0,,Graduates,"BA,vani college,hiriuru,1998",Chitradurga,NGO,Not Given,Social Work / Activism,Cound't Classify
1587,Basavakalyan,Mallikarjun Sidramappa Khuba,JD(S),36.0,3.0,110543029.0,37172378.0,Secondary Education,SSLC From Shri Basaveshwar High School (English Medium) Basavakalyan In 1993,Bidar,Social Service Business,Household,"Business / Entrepreneurship, Social Work / Activism",Not Given
1588,Ron,Mallikarjungouda B Sankanagoudra,IND,50.0,0.0,2750000.0,,Primary Education,"7th standard kotumachagi,gadag taluk",Gadag,agricultural social worker,house wife,"Agriculture / Farming, Social Work / Activism",Not Given
1589,Belgaum Rural,Malpe Narasinh Vankatesh Bhat,IND,43.0,0.0,277000.0,,Secondary Education,"SSLC Beynon Smith High School, Belgaum in 1984",Belgaum,Catering,Job Work,Hospitality / Tourism,Unknown
1590,Hagaribommanahalli,Manasvi,IND,26.0,0.0,860000.0,,Doctorates,"MBBS, Rajiv Ghandhi Medical University, Bangalore 2010",Bellary,doctor,Not Given,Medicine / Healthcare,Cound't Classify
1591,Kundapura,Mallyadi Shivarama Shetty,INC,58.0,0.0,15234428.0,107307.0,Secondary Education,"Govt High School, Koteshwara, KundapuraTaluk, 1971-72",Udupi,"Wine Shop, and Caly Contractor",Transport Operator,"Business / Entrepreneurship, Construction / Real Estate",Transportation / Logistics
1592,Gurmitkal,Mallikarjun M. Kantimani,IND,42.0,0.0,3698000.0,,Postgraduates,"BA,LLB-sheta shankaralala lahuti lala college,Gulbarga",Yadgir,Lawyer social worker,Govt employee,"Law / Judiciary, Social Work / Activism",Law Enforcement / Security
1593,Belgaum Dakshin,Malti A.Saksena,BSP,33.0,0.0,1800000.0,500000.0,Primary Education,IXth,Belgaum,House wife,Private Job,Not Given,Information Technology
1594,Hirekerur,Manakur. Maruti. Rangappa,IND,58.0,0.0,3195000.0,50000.0,Postgraduates,"BA LLB,PES Law College Darwad.",Haveri,Agricultural Lawyer,House Wife,"Law / Judiciary, Agriculture / Farming",Cound't Classify
1595,Arkalgud,Manju A,INC,55.0,0.0,159680492.0,450000.0,Graduates,"BA,LLB,SJR COLLEGE, BENGALURU, 1985-86 YEAR",Hassan,Advocate,House Wife,Law / Judiciary,Cound't Classify
1596,Dasarahalli,Manjunath N (Karle Manju),IND,38.0,0.0,392245.0,200000.0,Higher Secondary Education,P.U.C,Bangalore Urban,"Text port Syndicate,As General Manager",Housewife,Banking / Finance,Education / Academia
1597,Krishnarajpet,Manjulamma,IND,61.0,0.0,2130500.0,25000.0,Unknown,"Malladihalli,CTA-1971",Mandya,Agriculture,Unemployee,Agriculture / Farming,Cound't Classify
1598,Ranibennur,Manjunath Gowdashivannanavar,JD(S),31.0,0.0,11440160.0,698003.0,Graduates,"1 to 7th govt higher primary school no.8 ranibennur 1988-95.8 to 10th shiva high school,ranibennur 1996-98.P.U.C.shiva college ,ranibennur 1999-2001",Haveri,AGRICULTURE AND BUSINESS,HOME MAKER AND BUSINESS,"Agriculture / Farming, Business / Entrepreneurship","Not Given, Business / Entrepreneurship"
1599,Udupi,Manjunath. V.,BSP,32.0,0.0,913000.0,75000.0,Graduates,law graduate s.d.m law college mangalore 2003-2004,Udupi,LAWYER,Not Given,Law / Judiciary,Cound't Classify
1600,Rajarajeshwarinagar,Manju V.K,IND,29.0,0.0,1572000.0,100000.0,Unknown,"basaveshwara nagar college,bangalore",B.B.M.P(Central),letter writing work,house wife,Media / Journalism,Not Given
1601,Dharwad,Manjunath Hanamantappa Mangalagatti,IND,30.0,0.0,884000.0,16750.0,Secondary Education,"SSLC,govt high school,managundi 2000-01",Dharwad,Shethki,Not Given,Cound't Classify,Cound't Classify
1602,Malur,Manjunath,IND,38.0,0.0,491100.0,400000.0,Unknown,Unknown,Kolar,farmer,student,Agriculture / Farming,Not Given
1603,Hunsur,Manjunath Urs M.C,KJP,44.0,0.0,38237500.0,650000.0,Graduates,B.E (Industrial Producation) B.M.S.college of Engineering Banglore year-1991,Mysore,Buisness,Buisness,Business / Entrepreneurship,Business / Entrepreneurship
1604,Gadag,Manjunath Vasant Neelgund P,LJP,25.0,0.0,878000.0,150000.0,Diploma Holders,Gandhiji Pyara Medical Collage Gadag Diploma Lab technician 2007-2008,Gadag,BUSINESS,no,Business / Entrepreneurship,Cound't Classify
1605,Karwar,Manjula Ramu Naik,BSRC,32.0,0.0,2507000.0,720000.0,Secondary Education,"SSLC PASSED IN APRIL 2002 FROM P.M. HIGH SCHOOL, ANKOLA",Uttara Kannada,Social Service,Business,Social Work / Activism,Business / Entrepreneurship
1606,Davanagere North,Manjunatha,IND,27.0,0.0,11100.0,,Postgraduates,"MBA,bangalore university,2007-09",Davangere,own business,Not Given,Business / Entrepreneurship,Cound't Classify
1607,Malleshwaram,Manjunath G,BSRC,28.0,0.0,7321725.0,2000000.0,Diploma Holders,"SSLC,diploma- electronics,ipf polytechnic institute, rajajinagar,bangalore-10",B.B.M.P(North),Not Given,Not Given,Cound't Classify,Cound't Classify
1608,Arkalgud,Manjunatha,Bharatiya Dr. B.R. Ambedkar Janata Party,33.0,0.0,10000.0,,Primary Education,"4th std,govt primary school,J.Hosahalli,Arakalagud,1986-1990",Hassan,social service,Agriculture,Social Work / Activism,Agriculture / Farming
1609,Rajarajeshwarinagar,Manjunatha M,IND,26.0,0.0,319004.0,25000.0,Secondary Education,"48 in 2001-02,PVP school,mallathalli,bangalore-56",B.B.M.P(Central),service station,house wife,Transportation / Logistics,Not Given
1610,Anekal,Manjunatha,BSRC,35.0,0.0,5600500.0,,Unknown,Unknown,Bangalore Urban,Not Given,Not Given,Cound't Classify,Cound't Classify
1611,Byndoor,Manjunatha. K,JD(U),33.0,1.0,505800.0,42000.0,Diploma Holders,"BE,2010-11,vivekananda institute of technology,bangalore,VTU",Udupi,Not Given,Not Given,Cound't Classify,Cound't Classify
1612,Shravanabelagola,Manjunath.C.N.,BJP,51.0,0.0,4445000.0,300000.0,Unknown,IN 1981,Hassan,AGRICULTURE,HOUSE WIFE,Agriculture / Farming,Not Given
1613,Shimoga,Manjunath Patel Tyajavalli,JD(U),62.0,0.0,3202673.0,305000.0,Higher Secondary Education,"puc, jss college, MYSORE,1969-70",Shimoga,agriculture,house wife,Agriculture / Farming,Not Given
1614,Koppal,Manjunath.E.Chakrasali,CPI(ML) Red Star,37.0,0.0,614000.0,240000.0,Graduates,"BA LLB(special) Bangalore Vivekananda college,Rajajinagar,2nd block, Raj kumar road, bangalore, bangalore university",Koppal,lawyer,Not Given,Law / Judiciary,Cound't Classify
1615,Mayakonda,Manjunatha. B.,IND,27.0,0.0,2281000.0,,Graduates,"BEd,new college,2007-08,davanagere",Davangere,social worker,Not Given,Social Work / Activism,Cound't Classify
1616,Bhatkal,Mankala Subba Vaidya,IND,41.0,3.0,121413466.0,37051662.0,Primary Education,"Janatha Vidyalaya , Murudeshwar 1988",Uttara Kannada,OWN BUSSINESS,DIED,Business / Entrepreneurship,Cound't Classify
1617,Hangal,Manohar Thashildar,INC,67.0,0.0,19640352.0,3400000.0,Graduates,B.E MACHANICAL COURSE,Haveri,EX ASESMBLY VICEPRESIDENT,house wife,Politics / Public Service,Not Given
1618,Hebbal,Manjunatha.A,IND,33.0,0.0,69000.0,,Secondary Education,"12th incomplete, Bangalore",B.B.M.P(North),Bussiness,house wife,Business / Entrepreneurship,Not Given
1619,Bangarapet,Manjunatha.J.K,LJP,28.0,0.0,,,Unknown,Unknown,Kolar,Not Given,Not filled,Cound't Classify,Not Given
1620,Mahalakshmi Layout,Manohar .H. Ayyannavar,IND,50.0,0.0,4610000.0,,Graduates,B.ed (1995) Bangalore University MES College Bangalore,B.B.M.P(North),self employ,FDA,Cound't Classify,Not Given
1621,Harapanahalli,Mansoor Basha R.,IND,30.0,0.0,,,Graduates,BA (2006-07),Davangere,Labour,House wife,Cound't Classify,Not Given
1622,Jayanagar,Manjunatha.N,IND,25.0,0.0,70000.0,,Secondary Education,SSLC from meva primary and high school in 2003,B.B.M.P(South),self employee,Not Given,Business / Entrepreneurship,Cound't Classify
1623,Chamaraja,Manoj Kumar M.,IND,33.0,0.0,2510000.0,,Secondary Education,D Banumaiya high school mysore 1994,Mysore,goldsmith,Not Given,Arts / Entertainment,Cound't Classify
1624,Nagthan,Maraganna Malappa Hunnur,IND,56.0,0.0,355000.0,,Graduates,"BA,SB arts college vijapura",Bijapur,SOCIAL SERVICE,house wife,Social Work / Activism,Not Given
1625,Bangarapet,Manjunatha.V,HND,26.0,0.0,651500.0,,Graduates,"B.A., Bangalore University, 2006",Kolar,Agriculture and social service,Not Given,"Agriculture / Farming, Social Work / Activism",Cound't Classify
1626,Malur,Manjunathagowda,IND,32.0,0.0,605000.0,,Graduates,"GJ college, MALUR 1998",Kolar,BUSINESS,Not Given,Business / Entrepreneurship,Cound't Classify
1627,Gundlupet,Maridasaiah,IND,58.0,0.0,170000.0,,Secondary Education,"S.S.L.C , J.S.S Terakanambi,1973",Chamarajnagar,Social worker,Not Given,Social Work / Activism,Cound't Classify
1628,Ramanagaram,Maridevaru,IND,48.0,0.0,155000.0,,Secondary Education,"8th std,rural high school,kanakapur",Ramanagaram,agriculter,house wife,Agriculture / Farming,Not Given
1629,Ramanagaram,Maridevaru,INC,46.0,0.0,30090934.0,1158989.0,Graduates,"GOVERNMENT PRE UNIVERCITY COLLEGE, RAMNAGAR (1984)",Ramanagaram,AGRICULTURE,HOME MAKER,Agriculture / Farming,Not Given
1630,Virajpet,Maranna Dilipkumar,IND,67.0,0.0,,70000.0,Diploma Holders,"Diploma, jayachamarajendra polytechnic college, bangalore -560001",Kodagu,"Journalist,artist",unmarried,"Media / Journalism, Arts / Entertainment",Cound't Classify
1631,Rajarajeshwarinagar,Martin Clifford Rodrigues,IND,36.0,0.0,745300.0,,Graduates,"BA,EILM telecommunication education 2012",B.B.M.P(Central),education consultant,unmarried,Consulting / Advisory,Cound't Classify
1632,Manvi,Marinagappa Haravi,IND,52.0,0.0,4327500.0,86000.0,Primary Education,"6th std,govt higher primary school,haravi",Raichur,agriculture,House wife,Agriculture / Farming,Not Given
1633,Sandur,Marenna.E,BJP,60.0,0.0,2993000.0,200000.0,Higher Secondary Education,"PUC Sri. CS vidyamandira, Sandur",Bellary,Retired,House Wife,Not Given,Cound't Classify
1634,Hubli-Dharwad Central,Manoj Baburao Hangal,IND,48.0,0.0,5479000.0,165000.0,Postgraduates,"LLB in karnataka University 1988,MA(political science)1991 in dharwad, pursuing MA(socialogy)in karnataka university",Dharwad,Advocate,Not Given,Law / Judiciary,Cound't Classify
1635,Kushtagi,Mariyappa Basappa Madiwalar,IND,37.0,0.0,35000.0,,Higher Secondary Education,government pre-university college guledhagudda taluk badami in 1997,Koppal,"Village Electricity memeber, Bijakal",house wife,Environmental Conservation,Not Given
1636,Raybag,Mayur Shravan Madale,BSP,37.0,0.0,423000.0,,Secondary Education,SSLC in R.V.R. High School Raibag,Belgaum,Agriculture and social work,H.H work,"Agriculture / Farming, Social Work / Activism",Unknown
1637,Gulbarga Rural,Mastan C.Dande,RPI(A),39.0,0.0,50000.0,,Graduates,"BCom,LLB",Gulbarga,Lawyer,Not Given,Law / Judiciary,Cound't Classify
1638,Mahadevapura,Mayur Patel,BSRC,32.0,0.0,282000.0,,Unknown,2006-07,Bangalore Urban,SOCIAL SERVICE AND BUSIESS,Not Given,"Social Work / Activism, Business / Entrepreneurship",Cound't Classify
1639,Turuvekere,Masala Jayaram A.S.,KJP,45.0,1.0,37851840.0,5599444.0,Secondary Education,SSLC FROM MAVINAHALLI,Tumkur,AGRICULTURE AND FARMING,FARMING,Agriculture / Farming,Agriculture / Farming
1640,Sira,Maruthi,IND,64.0,0.0,8709000.0,60000.0,Higher Secondary Education,"PUC, First grade college,sira,1967",Tumkur,Agriculture,Librarian,Agriculture / Farming,Education / Academia
1641,Yellapur,Maruti Nagappa Karande,IND,36.0,1.0,1822000.0,130000.0,Diploma Holders,B.E.M.S TOTADARYA COLLEGE GADAG IN 1997-98,Uttara Kannada,COMMISION AGENT ( P.S.A.L COMPANY),HOUSE WIFE,Business / Entrepreneurship,Not Given
1642,Indi,Masali Kamalakar Sharanabasappa,JD(U),43.0,0.0,2192000.0,500000.0,Unknown,Unknown,Bijapur,Business,House wife,Business / Entrepreneurship,Not Given
1643,Varuna,Master M.Suresh,IND,43.0,0.0,2759384.0,468000.0,Graduates,B.A (B.E.D) KARNATAKA MAHARAJ OPEN UNIVERSITY MYSORE IN 2000,Mysore,agricultural social worker,house wife,"Agriculture / Farming, Social Work / Activism",Not Given
1644,Mangalore City North,Maxim Pinto,IND,48.0,0.0,32806000.0,1500000.0,Literate,SANTHA JOSHEF HIGH SCHOOL BAJJE MANGLORE IN1981-19882,Dakshina Kannada,BUSINESS(KEMPU KALLIN KORE BUSINESS),house wife,Business / Entrepreneurship,Not Given
1645,Bellary,Meenalli Tayanna,JD(S),50.0,0.0,10209536.0,,Secondary Education,"S S L C pass, Govt high school, shidigemola village ballari taluk.",Bellary,AGRICULTURE,House Wife,Agriculture / Farming,Cound't Classify
1646,Bidar South,Meenakshi Sangram,INC,43.0,1.0,11102743.0,561928.0,Postgraduates,B.com L.L.B. Gulbarga University,Bidar,Practicing Advocate,Government Servant Asst Engineer,Law / Judiciary,Engineering / Technology
1647,Tumkur Rural,Mehar Taj,IND,51.0,0.0,10000.0,,Primary Education,"9th Standard Govt High School, Pavagada, Tumkur Dist.",Tumkur,Social Service,Business Man,Social Work / Activism,Business / Entrepreneurship
1648,Sagar,Megharaja. N. Pujari,IND,50.0,0.0,3865900.0,300000.0,Secondary Education,SHIVALINGAPPA HIGH SCHOOL SAGAR,Shimoga,PRIVATE COMPANY AND RETIRED ARMY,Not Given,"Business / Entrepreneurship, Military / Defense",Cound't Classify
1649,Humnabad,Meerashreef Ali,KJP,50.0,0.0,2100000.0,100000.0,Unknown,in 1988,Bidar,Agriculturist,HouseWife,Agriculture / Farming,Not Given
1650,Gulbarga Uttar,Md.Nooh,Indian Union Muslim League,48.0,0.0,415677.0,,Secondary Education,S.S.L.C,Gulbarga,social work and Private work,House wife,Social Work / Activism,Not Given
1651,Bilgi,Meerasaheb Moulasaheb Shekh(Nadaf),IND,65.0,0.0,75000.0,,Primary Education,3rd std,Bagalkot,Hotel Business,House wife,Hospitality / Tourism,Not Given
1652,Babaleshwar,Mehbooba. Ha. Malabhodi,IND,40.0,0.0,2256100.0,1810000.0,Postgraduates,"DMC 1994 sidheswara kala mandhira,vijapura karnataka university dharvad",Bijapur,AGRICULTURE,House wife,Agriculture / Farming,Not Given
1653,Raichur,Mehraja Basha,IND,52.0,0.0,1446258.0,,Secondary Education,"S.S.L.C. Passed- Reg. No. 235587 April 1979 Tagore Memorial Boys High School, Riachur",Raichur,Supplier Employment,House hold,"Business / Entrepreneurship, Transportation / Logistics",Not Given
1654,Saundatti Yellamma,Melagiri Mallikarajuna Channappa,IND,58.0,0.0,21188000.0,160000.0,Secondary Education,S.K. HIGH SCHOOL SAUNDATTI IN 1980,Belgaum,BUSINESS,house wife,Business / Entrepreneurship,Not Given
1655,Bellary City,Mekala Eshwara Reddy,IND,47.0,0.0,1300000.0,,Graduates,"M.com,gulbarga university,1990",Bellary,flour mill,Not Given,Business / Entrepreneurship,Cound't Classify
1656,Moodabidri,Michael Lobo,KJP,58.0,0.0,1406000.0,1100000.0,Secondary Education,SSLC karnata welfare soicity,Dakshina Kannada,Not Given,Not Given,Cound't Classify,Cound't Classify
1657,Mandya,Mohammad Tahir,SDPI,41.0,0.0,350000.0,,Secondary Education,"Kallakattada high School,Mandya-1987",Mandya,Contractor in KEB dept,"Clerk in Karnataka state industrial co-operative bank, Mandya branch","Business / Entrepreneurship, Law Enforcement / Security",Banking / Finance
1658,Chamarajanagar,Mohammad Inayath Ulla,IND,50.0,0.0,1240000.0,400000.0,Primary Education,7th standard,Chamarajnagar,Business,Unmarried,Business / Entrepreneurship,Cound't Classify
1659,Sarvagnanagar,Michael B. Fernandes,KJP,78.0,0.0,16715755.0,,Graduates,"B.Sc (physics), St. Aloysius College, Mangalore, Madras University,",B.B.M.P(North),"Retired Engineer, ITI Ltd, Labour Leader, Ex-MLA, Ex MLC",Social Activist,Unknown,Social Work / Activism
1660,Shimoga,Mohammad Fazeel,IND,30.0,0.0,1700000.0,,Secondary Education,"SSLC,DVS high school,vinobhanagar,shivmoga",Shimoga,auto consulting,house wife,Consulting / Advisory,Not Given
1661,Chamundeshwari,Mellahalli Mahadevaswamy,IND,48.0,0.0,40417500.0,2934000.0,Vocational Training,"ITI ,Government ITI, Mysore 1986-88",Mysore,Agriculture,House wife,Agriculture / Farming,Not Given
1662,Davanagere South,Mohamad Bruhan,IND,39.0,0.0,1355000.0,,Primary Education,"6th std ,government Urdhu primary school , Dhange park , Dhavangere south Zone 1978-79",Davangere,House counteractor,House wife,Construction / Real Estate,Not Given
1663,Vijayanagara,Mohammad Abdul Lateef,IND,,0.0,2180000.0,585000.0,Postgraduates,"BA,LLB,Karnataka University,Dharawad-1981",Bellary,Social service,Govt Employee(Education Department),Social Work / Activism,Education / Academia
1664,Sarvagnanagar,Modi Saifulla,IND,34.0,0.0,630000.0,,Literate,"7th std,sri shamba v bangalore primary school",B.B.M.P(North),Business,Not Given,Business / Entrepreneurship,Cound't Classify
1665,Bagalkot,Meti Hullappa Yamanappa,INC,68.0,0.0,62641207.0,8917163.0,Unknown,Unknown,Bagalkot,Agriculture,House Wife,Agriculture / Farming,Cound't Classify
1666,Davanagere North,Mohammed Jabi,NCP,37.0,0.0,590000.0,,Primary Education,"1st std, govt urdhu primary school,dange park,1982-84",Davangere,Contractor,house wife,Consulting / Advisory,Not Given
1667,B.T.M.Layout,Mohammed Sadiq,IND,33.0,0.0,20000.0,,Unknown,Unknown,B.B.M.P(South),BUSINESS,house wife,Business / Entrepreneurship,Not Given
1668,Shahapur,Mohammed Anvar Pasha,BSP,35.0,0.0,2581000.0,,Graduates,"BA LLB,economicslaw college,KGF,2004",Yadgir,lawyer,private job,Law / Judiciary,Cound't Classify
1669,Jayanagar,Mohammed Kaleemulla,RCP,42.0,0.0,5252000.0,,Illiterate,Illiterate,B.B.M.P(South),business car seat cover,House Wife,Business / Entrepreneurship,Cound't Classify
1670,Hebbal,Mohammed Usman Sharieff,IND,40.0,0.0,14960000.0,,Secondary Education,"SSLC-1989, Diploma in IATA-1993",B.B.M.P(North),BUSINESS,college lecturer,Business / Entrepreneurship,Education / Academia
1671,Navalgund,Metigoudra Prakashagouda Mallanagouda,JD(U),46.0,0.0,6325500.0,,Secondary Education,patrivana high school naragunda 1982,Dharwad,agriculture,house wife,Agriculture / Farming,Not Given
1672,Hagaribommanahalli,Mohan Dasari,IND,30.0,0.0,2194000.0,,Postgraduates,"MS from bits pillani, Rajasthan",Bellary,private job,private job,Cound't Classify,Cound't Classify
1673,Kumta,Mohan Baglu Patgar,IND,46.0,0.0,200000.0,,Unknown,Unknown,Uttara Kannada,SOCIAL WORK AND FARMER,TEACHER,"Agriculture / Farming, Social Work / Activism",Education / Academia
1674,Belgaum Uttar,Mohammed Rafiq B Desai,IND,44.0,0.0,300000.0,,Secondary Education,S.S.L.C. Islamiya english medium high school camp belgaum,Belgaum,Private business,Not Given,Business / Entrepreneurship,Cound't Classify
